"TreeID","Site","Canopy.Class","Species","DBH"
"NRP4042","All","Understory","TSCA",23.5
"NRP4039","All","Overstory","TSCA",24.5
"NRP4033","All","Overstory","TSCA",42.3
"NRP4028","All","Overstory","TSCA",41
"NRP4022","All","Overstory","FAGR",30.1
"NRP4136","All","Overstory","TSCA",49.9
"NRP4137","All","Overstory","TSCA",41
"NRP4018","All","Overstory","ACRU",32.5
"NRP4015","All","Overstory","TSCA",41.4
"NRP4011","All","Overstory","TSCA",40.6
"NRP4007","All","Overstory","TSCA",32.2
"NRP4100","All","Overstory","TSCA",39.5
"NRP3085","All","Overstory","TSCA",51.2
"NRP3081","All","Overstory","TSCA",37.1
"NRP4097","All","Overstory","TSCA",45.8
"NRP3061","All","Overstory","TSCA",41
"NRP3058","All","Overstory","QURU",53.1
"NRP3052","All","Overstory","TSCA",29.8
"NRP3049","All","Overstory","TSCA",52.4
"NRP3050","All","Overstory","TSCA",47.8
"NRP3046","All","Overstory","TSCA",58.2
"NRP3036","All","Overstory","TSCA",68.7
"NRP3031","All","Overstory","QURU",61
"NRP3022","All","Overstory","QURU",54
"NRP4025","All","Overstory","TSCA",51.8
"NRP4026","All","Overstory","TSCA",44
"NRP4012","All","Overstory","TSCA",45.7
"NRP4001","All","Overstory","QURU",59.5
"NRP2046","All","Middle","FAGR",36.8
"NRP3019","All","Overstory","TSCA",61
"NRP2002","All","Middle","FAGR",21
"NRP1037","All","Middle","FAGR",41.5
"NRP1033","All","Overstory","FAGR",43.3
"NRP3018","All","Overstory","QURU",45.3
"NRP1005","All","Overstory","FAGR",56.4
"NRP1018","All","Overstory","FAGR",62
"NRP2055","All","Middle","FAGR",38.3
"NRP1004","All","Overstory","FAGR",48.2
"NRP4094","All","Understory","TSCA",33
"NRP4075","All","Overstory","QURU",44.9
"NRP4072","All","Overstory","TSCA",34.5
"NRP4067","All","Overstory","TSCA",47.6
"NRP4063","All","Overstory","TSCA",28.5
"NRP4105","All","Overstory","TSCA",36
"NRP4057","All","Overstory","TSCA",20.9
"NRP4054","All","Understory","TSCA",25.7
"NRP4055","All","Overstory","TSCA",43.7
"NRP4047","All","Overstory","TSCA",31.4
"NRP4044","All","Overstory","TSCA",40.8
"NRP4045","All","Overstory","TSCA",36.7
"NRP4041","All","Overstory","TSCA",24.1
"NRP4034","All","Overstory","TSCA",35
"NRP3084","All","Overstory","TSCA",39.5
"NRP3054","All","Overstory","TSCA",38.1
"NRP4019","All","Overstory","TSCA",32.6
"NRP4016","All","Overstory","TSCA",45.7
"NRP4005","All","Overstory","TSCA",36.4
"NRP4101","All","Overstory","TSCA",33.9
"NRP3086","All","Overstory","TSCA",45.4
"NRP3082","All","Overstory","TSCA",21.7
"NRP3053","All","Overstory","TSCA",45.9
"NRP3024","All","Overstory","QURU",51.7
"NRP4098","All","Overstory","QURU",40.1
"NRP3062","All","Overstory","TSCA",50.1
"NRP4144","All","Overstory","QURU",54.8
"NRP3047","All","Middle","TSCA",30.2
"NRP3044","All","Overstory","TSCA",48.7
"NRP3045","All","Understory","TSCA",18.4
"NRP3037","All","Overstory","TSCA",63.5
"NRP3035","All","Overstory","TSCA",52
"NRP3032","All","Overstory","TSCA",72.2
"NRP2047","All","Middle","FAGR",45.8
"NRP4068","All","Overstory","TSCA",36.6
"NRP3011","All","Overstory","TSCA",44.2
"NRP4017","All","Overstory","TSCA",26.5
"NRP4014","All","Overstory","TSCA",28
"NRP4006","All","Overstory","TSCA",34.6
"NRP4002","All","Overstory","TSCA",40.5
"NRP2052","All","Middle","FAGR",32.8
"NRP1038","All","Overstory","FAGR",55.7
"NRP4036","All","Overstory","QURU",43.9
"NRP4104","All","Overstory","TSCA",31.2
"NRP2027","All","Middle","TSCA",52
"NRP2025","All","Middle","FAGR",42.9
"NRP3057","All","Overstory","TSCA",51.2
"NRP2007","All","Overstory","FAGR",53.1
"NRP2005","All","Understory","FAGR",14.4
"NRP1052","All","Overstory","FAGR",43.2
"NRP1046","All","Middle","FAGR",33
"NRP4102","All","Overstory","QURU",50.2
"NRP3012","All","Overstory","QURU",51.5
"NRP1016","All","Overstory","FAGR",57.2
"NRP3001","All","Overstory","TSCA",66.4
"NRP4130","All","Overstory","TSCA",49.5
"NRP4095","All","Overstory","TSCA",42.2
"NRP4089","All","Overstory","TSCA",46
"NRP4112","All","Overstory","TSCA",33.5
"NRP4078","All","Overstory","TSCA",32.4
"NRP4129","All","Overstory","TSCA",39
"NRP4134","All","Overstory","TSCA",53.5
"NRP4143","All","Overstory","TSCA",35.4
"NRP4096","All","Overstory","TSCA",33.3
"NRP4048","All","Overstory","TSCA",30.5
"NRP4020","All","Overstory","TSCA",39.6
"NRP3048","All","Overstory","QURU",57.3
"NRP4142","All","Overstory","TSCA",38.2
"NRP4009","All","Understory","TSCA",22.2
"NRP3038","All","Overstory","TSCA",32.6
"NRP2011","All","Understory","FAGR",13.9
"NRP4099","All","Overstory","TSCA",41.3
"NRP4131","All","Overstory","QURU",47.5
"NRP4147","All","Overstory","TSCA",49
"PS2141","All","Overstory","TSCA",39.2
"PS2143","All","Overstory","TSCA",50.5
"PS2137","All","Overstory","TSCA",40.5
"PS2115","All","Overstory","FAGR",28
"PS2098","All","Overstory","TSCA",42
"PS2090","All","Overstory","TSCA",42
"PS2083","All","Overstory","TSCA",31.8
"PS2076","All","Overstory","TSCA",42.3
"PS2054","All","Overstory","TSCA",25
"PS2049","All","Overstory","TSCA",24.6
"PS2046","All","Overstory","TSCA",34.5
"PS1131","All","Overstory","TSCA",34.9
"PS1138","All","Overstory","TSCA",30.6
"PS1129","All","Overstory","FAGR",33.3
"PS1130","All","Overstory","FAGR",28.8
"PS1123","All","Overstory","TSCA",23.4
"PS1119","All","Overstory","FAGR",29
"PS1111","All","Middle","TSCA",25.6
"PS1107","All","Overstory","TSCA",36.8
"PS1105","All","Overstory","TSCA",32
"PS1101","All","Overstory","TSCA",43.9
"PS1097","All","Middle","TSCA",20.7
"PS1094","All","Middle","TSCA",25.2
"PS1095","All","Overstory","TSCA",29.9
"PS1091","All","Overstory","TSCA",33.2
"PS1088","All","Overstory","TSCA",35.9
"PS1082","All","Overstory","TSCA",36.1
"PS1072","All","Middle","ACRU",15.5
"PS1073","All","Understory","TSCA",15
"PS1033","All","Overstory","FAGR",25.7
"PS1034","All","Overstory","FAGR",39
"PS1060","All","Overstory","TSCA",43.4
"PS1057","All","Overstory","TSCA",39.3
"PS1053","All","Overstory","TSCA",42.4
"PS1055","All","Overstory","TSCA",33
"PS1043","All","Overstory","TSCA",27
"PS1040","All","Overstory","TSCA",38
"PS1035","All","Overstory","TSCA",36.5
"PS1004","All","Overstory","TSCA",37.5
"PS1025","All","Overstory","TSCA",34.5
"PS1021","All","Overstory","TSCA",33.9
"PS1022","All","Overstory","TSCA",36
"PS1013","All","Overstory","FAGR",28.2
"PS1002","All","Overstory","FAGR",37.7
"PS2144","All","Overstory","TSCA",53.2
"PS2138","All","Overstory","TSCA",36.9
"PS2106","All","Overstory","TSCA",34.3
"PS2107","All","Overstory","TSCA",65.6
"PS2104","All","Overstory","TSCA",56.5
"PS1099","All","Overstory","ACRU",36.3
"PS1039","All","Understory","TSCA",10.7
"PS2075","All","Overstory","TSCA",43
"PS2071","All","Overstory","TSCA",39.2
"PS2067","All","Overstory","TSCA",21.2
"PS2064","All","Overstory","TSCA",24.4
"PS2065","All","Middle","FAGR",20.4
"PS2058","All","Overstory","TSCA",29.7
"PS1067","All","Overstory","TSCA",32
"PS2045","All","Understory","TSCA",13.4
"PS2031","All","Overstory","TSCA",50.3
"PS1136","All","Overstory","TSCA",38.5
"PS1133","All","Overstory","TSCA",50.7
"PS1102","All","Overstory","TSCA",31.2
"PS1098","All","Overstory","TSCA",37.3
"PS1103","All","Overstory","ACRU",30.2
"PS1124","All","Overstory","TSCA",24.6
"PS1122","All","Overstory","FAGR",31.2
"PS1110","All","Overstory","TSCA",34.9
"PS1106","All","Overstory","ACRU",31.9
"PS1074","All","Middle","TSCA",20.7
"PS1092","All","Overstory","TSCA",27.8
"PS1090","All","Overstory","TSCA",34.6
"PS1071","All","Understory","TSCA",19.2
"PS1083","All","Overstory","TSCA",41
"PS1089","All","Overstory","TSCA",33.7
"PS1081","All","Understory","TSCA",13.2
"PS1087","All","Middle","TSCA",23
"PS1041","All","Overstory","FAGR",35.1
"PS1058","All","Overstory","TSCA",39.9
"PS1061","All","Overstory","TSCA",40.2
"PS1047","All","Understory","TSCA",10.5
"PS1014","All","Overstory","FAGR",43
"PS1011","All","Overstory","FAGR",27.5
"PS1016","All","Overstory","TSCA",25.2
"PS1024","All","Overstory","TSCA",35
"PS1093","All","Overstory","TSCA",23.3
"PS1062","All","Overstory","TSCA",31.1
"PS2037","All","Overstory","TSCA",49.3
"PS1020","All","Overstory","TSCA",38.2
"PS1030","All","Overstory","TSCA",35
"PS2068","All","Overstory","TSCA",33.2
"RH2117","All","Overstory","QURU",40.4
"RH2013","All","Overstory","QURU",42.4
"RH2114","All","Overstory","QURU",48.1
"RH2110","All","Middle","QURU",34
"RH2085","All","Middle","ACRU",30.1
"RH2049","All","Overstory","QURU",56.5
"RH2075","All","Middle","QURU",34.6
"RH2072","All","Overstory","QURU",42.6
"RH2073","All","Overstory","QURU",39
"RH2068","All","Overstory","QURU",37.6
"RH2060","All","Overstory","QURU",42.7
"RH2054","All","Overstory","QURU",40.6
"RH1005","All","Middle","ACRU",17.2
"RH2041","All","Middle","ACRU",34.7
"RH2036","All","Overstory","QURU",44.7
"RH2037","All","Overstory","QURU",42.6
"RH2033","All","Overstory","QURU",37.5
"RH2020","All","Overstory","QURU",47.2
"RH2014","All","Overstory","QURU",34.2
"RH2010","All","Overstory","QURU",50.7
"RH2011","All","Overstory","QURU",48.2
"RH1094","All","Overstory","QURU",46.1
"RH1086","All","Overstory","ACRU",23.5
"RH1043","All","Overstory","QURU",33.6
"RH1044","All","Overstory","QURU",35.2
"RH1079","All","Overstory","QURU",43.4
"RH1066","All","Middle","QURU",21.3
"RH1045","All","Overstory","QURU",24.7
"RH1042","All","Overstory","QURU",43.5
"RH1022","All","Overstory","QURU",27.4
"RH1016","All","Overstory","QURU",40.9
"RH2086","All","Overstory","QURU",55.1
"RH2053","All","Overstory","QURU",43.9
"RH2115","All","Overstory","ACRU",42.2
"RH2111","All","Overstory","QURU",36.3
"RH2113","All","Middle","ACRU",33.5
"RH2089","All","Overstory","QURU",49.7
"RH2052","All","Middle","ACRU",20.6
"RH1047","All","Overstory","QURU",23.9
"RH2076","All","Overstory","QURU",66
"RH2070","All","Middle","QURU",30.9
"RH2065","All","Overstory","QURU",53.4
"RH2061","All","Middle","ACRU",22.8
"RH2015","All","Overstory","QURU",32.1
"RH1014","All","Overstory","QURU",60
"RH2034","All","Overstory","QURU",31.4
"RH1046","All","Overstory","QURU",36.5
"RH1097","All","Middle","FAGR",21.2
"RH1073","All","Overstory","QURU",35.5
"RH1067","All","Middle","QURU",21.8
"RH1080","All","Overstory","QURU",33.7
"RH1057","All","Overstory","QURU",38.5
"RH1040","All","Overstory","ACRU",23.7
"RH1023","All","Overstory","QURU",41.1
"RH1021","All","Overstory","QURU",31.3
"RH2009","All","Overstory","QURU",44.9
"RH1017","All","Overstory","ACRU",39
"RH1064","All","Understory","ACRU",11.8
"RH1024","All","Middle","ACRU",20.1
"RH2116","All","Overstory","QURU",51.7
"RH2035","All","Overstory","QURU",48.6
"TP1025","All","Overstory","QURU",37.7
"TP1042","All","Overstory","QURU",32.8
"HOW3027","All","Overstory","TSCA",26.6
"LF2049","All","Overstory","QURU",44.6
"LF3043","All","Overstory","QURU",54.8
"NRP4038","All","Overstory","TSCA",33.4
"NRP3041","All","Overstory","ACRU",26.5
"PS1115","All","Middle","TSCA",23.6
"RH1083","All","Overstory","QURU",30.6
"RH1087","All","Overstory","QURU",25.8
"GE1036","All","Overstory","QURU",47.4
"TP1031","All","Middle","ACRU",19
"TP1015","All","Middle","ACRU",17.3
"HOW2031","All","Understory","TSCA",11.8
"HOW3009","All","Overstory","TSCA",34.1
"LF2040","All","Understory","ACRU",25.6
"NRP4065","All","Overstory","TSCA",35.8
"NRP3060","All","Overstory","ACRU",30.2
"NRP3002","All","Overstory","TSCA",40.2
"PS2069","All","Overstory","TSCA",30
"PS2060","All","Overstory","TSCA",27.9
"PS1015","All","Middle","TSCA",22.5
"PS2109","All","Overstory","TSCA",34.2
"RH2047","All","Understory","QURU",18.4
"RH2002","All","Overstory","ACRU",23.1
"GE2071","All","Understory","ACRU",13.6
"TP1044","All","Overstory","QURU",43.3
"TP1003","All","Middle","ACRU",14
"TP1047","All","Overstory","QURU",44.2
"TP1012","All","Overstory","QURU",33.9
"HOW2007","All","Overstory","TSCA",25.3
"HOW3013","All","Overstory","TSCA",30.3
"HOW3022","All","Overstory","TSCA",31.4
"NRP1035","All","Overstory","ACRU",49.5
"PS2019","All","Overstory","TSCA",38.5
"RH1101","All","Overstory","QURU",33.3
"GE3067","All","Overstory","FAGR",20.4
"GE1038","All","Middle","ACRU",51.8
"TP1071","All","Overstory","QURU",39
"TP1043","All","Overstory","QURU",37.7
"LF2009","All","Middle","QURU",31.2
"NRP3014","All","Overstory","ACRU",32.8
"PS2055","All","Overstory","TSCA",28.5
"PS2092","All","Understory","TSCA",21.2
"PS1085","All","Understory","TSCA",15.5
"RH2029","All","Understory","FAGR",17.9
"RH1003","All","Overstory","ACRU",28
"RH1061","All","Middle","QURU",26.9
"GB1026","All","Overstory","TSCA",68.5
"GE2089","All","Overstory","QURU",38.3
"TP1053","All","Overstory","QURU",44
"TP1022","All","Overstory","QURU",36.5
"TP1065","All","Middle","QURU",24.6
"TP1017","All","Overstory","QURU",40.6
"TP1054","All","Overstory","QURU",32.8
"TP1066","All","Overstory","QURU",35.6
"TP1039","All","Middle","QURU",53
"TP1062","All","Overstory","QURU",36.9
"HOW3042","All","Overstory","TSCA",34.8
"LF2050","All","Overstory","QURU",49.6
"LF2019","All","Understory","ACRU",23.2
"LF2034","All","Overstory","QURU",55.9
"LF2008","All","Overstory","QURU",53.8
"LF3040","All","Overstory","QURU",41.9
"LF2010","All","Overstory","QURU",58.4
"LF3035","All","Middle","ACRU",27.7
"LF3041","All","Overstory","QURU",45.4
"NRP4064","All","Middle","TSCA",31.2
"NRP4051","All","Middle","TSCA",29.5
"PS1135","All","Overstory","TSCA",44.7
"RH1098","All","Overstory","ACRU",34.2
"RH2043","All","Understory","ACRU",10.4
"TP1034","All","Overstory","QURU",47.3
"LF1020","All","Overstory","QURU",69
"LF2026","All","Overstory","QURU",50.9
"LF2016","All","Understory","ACRU",15.7
"LF2001","All","Middle","ACRU",19.4
"LF2011","All","Overstory","QURU",38.2
"NRP4082","All","Understory","TSCA",20
"PS1132","All","Overstory","TSCA",63.9
"PS1116","All","Understory","TSCA",11.6
"RH2027","All","Understory","FAGR",16.4
"RH1015","All","Overstory","QURU",45.4
"RH1049","All","Overstory","QURU",46
"GB1045","All","Overstory","TSCA",32.1
"GB2046","All","Overstory","FAGR",23.9
"GE3035","All","Middle","FAGR",17.5
"GE1097","All","Overstory","QURU",30.5
"HOW3038","All","Overstory","TSCA",37
"HOW3043","All","Overstory","TSCA",36.8
"HOW2011","All","Middle","TSCA",22.5
"LF1039","All","Understory","ACRU",21.7
"LF2033","All","Overstory","QURU",42.8
"LF2039","All","Overstory","QURU",45.4
"LF2024","All","Understory","ACRU",15.2
"NRP1030","All","Overstory","ACRU",44.8
"NRP4091","All","Overstory","TSCA",33
"NRP4138","All","Understory","TSCA",21.5
"RH2022","All","Overstory","ACRU",25.2
"RH2092","All","Middle","ACRU",18.9
"RH2030","All","Understory","FAGR",21
"RH1085","All","Middle","ACRU",17.3
"RH1068","All","Overstory","QURU",41.6
"TP1070","All","Overstory","QURU",43.7
"HOW3067","All","Overstory","TSCA",25.7
"HOW2037","All","Overstory","TSCA",22.7
"LF1040","All","Overstory","QURU",53.9
"LF1015","All","Middle","QURU",49.4
"LF2030","All","Middle","ACRU",20
"LF2037","All","Middle","ACRU",25.2
"LF2012","All","Understory","ACRU",12.2
"NRP4088","All","Overstory","TSCA",50.7
"PS1070","All","Overstory","TSCA",40.8
"RH2001","All","Understory","FAGR",10.1
"GE3042","All","Overstory","ACRU",26
"TP1052","All","Overstory","QURU",37.3
"TP1050","All","Middle","QURU",27.1
"HOW3008","All","Overstory","TSCA",29.3
"HOW3053","All","Overstory","TSCA",27.3
"LF1032","All","Overstory","QURU",63.2
"LF3039","All","Overstory","QURU",36.8
"LF1038","All","Understory","FAGR",38.8
"LF3033","All","Overstory","QURU",34.4
"LF3032","All","Overstory","QURU",48.8
"LF1031","All","Understory","QURU",28.6
"LF1030","All","Overstory","QURU",44.6
"LF2038","All","Overstory","QURU",53.1
"LF2022","All","Middle","ACRU",21.2
"NRP3027","All","Middle","FAGR",12.4
"NRP1039","All","Overstory","FAGR",30
"NRP4139","All","Overstory","TSCA",40.5
"PS2114","All","Overstory","TSCA",27.5
"PS2062","All","Overstory","TSCA",27.9
"RH2023","All","Understory","FAGR",10
"RH1001","All","Understory","ACRU",15.3
"RH1034","All","Middle","ACRU",17.6
"GB2038","All","Overstory","FAGR",26.8
"GB2061","All","Overstory","FAGR",42.3
"TP1056","All","Overstory","QURU",41
"HOW3060","All","Overstory","TSCA",28
"LF1033","All","Overstory","QURU",50.6
"LF1009","All","Overstory","FAGR",33.9
"LF3038","All","Overstory","QURU",46.7
"NRP4031","All","Overstory","TSCA",39.5
"PS1108","All","Understory","TSCA",11.5
"RH2045","All","Understory","FAGR",16.7
"RH1056","All","Overstory","QURU",28.5
"RH1072","All","Overstory","QURU",44
"RH1092","All","Middle","ACRU",20.5
"TP1057","All","Overstory","QURU",38.5
"HOW2085","All","Middle","TSCA",15.7
"HOW2038","All","Overstory","TSCA",23.1
"HOW2008","All","Overstory","TSCA",24.7
"LF2047","All","Middle","QURU",33.5
"LF1041","All","Overstory","QURU",43.2
"LF3031","All","Overstory","QURU",51
"LF1005","All","Understory","ACRU",15.6
"LF1010","All","Overstory","ACRU",29.4
"LF2031","All","Understory","ACRU",10.8
"NRP4076","All","Middle","TSCA",27.9
"PS2030","All","Overstory","TSCA",31.8
"RH1062","All","Overstory","QURU",37.9
"TP1011","All","Understory","FAGR",14.3
"LF2028","All","Middle","ACRU",22.2
"LF2036","All","Overstory","QURU",76.5
"LF2042","All","Overstory","QURU",50.5
"HOW3058","All","Overstory","TSCA",27.6
"LF1012","All","Overstory","QURU",59
"NRP4004","All","Overstory","TSCA",26.5
"PS1069","All","Middle","TSCA",22.4
"PS2139","All","Overstory","TSCA",37.7
"RH2055","All","Overstory","QURU",34.3
"GB2052","All","Understory","FAGR",27.5
"TP1055","All","Understory","QURU",27.5
"LF1037","All","Overstory","QURU",39.5
"NRP4008","All","Overstory","TSCA",22.5
"NRP4058","All","Overstory","TSCA",32.5
"RH2016","All","Overstory","ACRU",31.4
"RH2005","All","Overstory","QURU",34.4
"GE2092","All","Middle","QURU",20.4
"LF2032","All","Understory","ACRU",24.5
"LF1043","All","Understory","ACRU",21
"LF2020","All","Overstory","QURU",49.4
"LF2025","All","Overstory","QURU",58.5
"PS2132","All","Overstory","TSCA",29.3
"PS2126","All","Middle","TSCA",19.5
"PS1084","All","Understory","TSCA",14.8
"TP1060","All","Overstory","QURU",38.1
"HOW3007","All","Overstory","TSCA",39.8
"LF3023","All","Middle","QURU",22.3
"LF1013","All","Middle","QURU",43
"LF1016","All","Overstory","QURU",41.9
"NRP1040","All","Overstory","FAGR",35.2
"PS2053","All","Overstory","TSCA",20.8
"RH2106","All","Middle","QURU",40.8
"GB1003","All","Understory","FAGR",19.8
"TP1064","All","Overstory","QURU",31.3
"HOW2025","All","Overstory","ACRU",25.7
"LF1004","All","Middle","ACRU",30.4
"LF2044","All","Overstory","ACRU",23.9
"LF2046","All","Overstory","QURU",39.8
"PS2142","All","Overstory","TSCA",35.5
"RH2118","All","Overstory","ACRU",36.6
"RH2067","All","Middle","ACRU",12.4
"RH1099","All","Overstory","QURU",36.8
"TP1046","All","Overstory","QURU",34
"LF1002","All","Overstory","QURU",66
"LF1003","All","Understory","ACRU",22.3
"LF2018","All","Understory","ACRU",16.3
"NRP4056","All","Overstory","TSCA",34.8
"PS1029","All","Understory","TSCA",17.5
"PS2074","All","Overstory","TSCA",33.2
"PS2047","All","Overstory","TSCA",29
"RH1084","All","Middle","ACRU",17.9
"TP1038","All","Understory","ACRU",19.7
"LF2004","All","Middle","ACRU",21.6
"PS2023","All","Overstory","TSCA",31.9
"PS2044","All","Understory","TSCA",13.5
"HOW3044","All","Overstory","TSCA",33.1
"HOW3082","All","Overstory","ACRU",39.2
"HOW3062","All","Overstory","ACRU",31.1
"RH1019","All","Overstory","QURU",43.2
"RH2097","All","Understory","FAGR",18.8
"RH2003","All","Middle","FAGR",21.1
"GE2096","All","Overstory","QURU",39.9
"PS1121","All","Overstory","TSCA",26.2
"HOW2081","All","Understory","TSCA",11.9
"LF3037","All","Overstory","QURU",46.5
"LF2043","All","Middle","ACRU",25.7
"PS1026","All","Overstory","TSCA",32
"RH1031","All","Overstory","ACRU",22.9
"RH2071","All","Middle","QURU",33.5
"HOW3048","All","Middle","TSCA",21
"RH1059","All","Middle","ACRU",21.2
"HOW3063","All","Overstory","ACRU",22.6
"LF3051","All","Overstory","QURU",46.4
"LF2017","All","Middle","QURU",31.3
"PS2043","All","Overstory","TSCA",18.7
"RH1053","All","Middle","ACRU",19.3
"GB2071","All","Overstory","FAGR",21.6
"GE1071","All","Middle","QURU",30.7
"HOW3001","All","Overstory","TSCA",26.6
"HOW2018","All","Overstory","ACRU",33
"HOW1007","All","Overstory","ACRU",27
"HOW3011","All","Understory","TSCA",13.7
"LF3022","All","Middle","QURU",24.8
"LF3008","All","Middle","QURU",24.5
"LF3004","All","Overstory","QURU",32.9
"LF3014","All","Overstory","QURU",35.8
"NRP1044","All","Middle","FAGR",18.8
"PS2096","All","Overstory","TSCA",22.4
"PS2014","All","Understory","TSCA",21.1
"PS2111","All","Overstory","TSCA",31.7
"PS2079","All","Overstory","FAGR",27.6
"PS1003","All","Understory","TSCA",13.2
"RH2074","All","Middle","QURU",30.4
"RH1102","All","Overstory","QURU",56.6
"GB1071","All","Understory","FAGR",22.5
"GE3020","All","Middle","FAGR",14.1
"HOW3051","All","Middle","ACRU",14
"HOW1037","All","Middle","TSCA",33.7
"LF3021","All","Overstory","QURU",58.9
"LF3019","All","Overstory","QURU",39.6
"LF3002","All","Middle","QURU",19.8
"RH2006","All","Overstory","ACRU",20.2
"HOW3055","All","Overstory","TSCA",31.6
"HOW2083","All","Overstory","ACRU",25.2
"HOW2060","All","Middle","TSCA",18.4
"HOW2048","All","Overstory","ACRU",23.4
"LF3044","All","Middle","QURU",27.7
"LF2021","All","Middle","QURU",36.1
"LF3028","All","Understory","QURU",26
"LF3029","All","Overstory","QURU",36.1
"LF3045","All","Overstory","QURU",42.2
"LF3046","All","Understory","ACRU",22.7
"LF3003","All","Understory","FAGR",20.3
"LF3026","All","Understory","QURU",18.8
"LF3009","All","Overstory","ACRU",35.5
"NRP4090","All","Overstory","TSCA",39.9
"NRP4132","All","Overstory","TSCA",29.2
"NRP1029","All","Understory","FAGR",20.7
"PS2102","All","Overstory","TSCA",36.6
"PS2094","All","Overstory","TSCA",28.2
"PS1042","All","Overstory","TSCA",35.1
"PS2125","All","Overstory","TSCA",16.7
"RH2082","All","Overstory","QURU",46.7
"RH2050","All","Understory","FAGR",12.2
"RH2103","All","Overstory","QURU",37.4
"TP1051","All","Understory","TSCA",30.6
"HOW1005","All","Middle","TSCA",17.8
"HOW2054","All","Understory","TSCA",18.8
"LF3053","All","Understory","QURU",25.9
"NRP1019","All","Middle","FAGR",22.6
"PS2052","All","Overstory","TSCA",25.4
"PS1078","All","Middle","TSCA",10.2
"GE2050","All","Understory","ACRU",15.1
"HOW1014","All","Overstory","TSCA",25.5
"HOW3032","All","Middle","ACRU",23.9
"LF1036","All","Overstory","QURU",37.5
"LF2048","All","Middle","ACRU",29.4
"NRP1020","All","Overstory","FAGR",61.3
"PS2029","All","Overstory","TSCA",35
"PS2063","All","Overstory","TSCA",38.3
"PS2021","All","Overstory","TSCA",33.2
"PS2110","All","Overstory","TSCA",34.7
"RH1036","All","Middle","ACRU",20.8
"HOW1069","All","Overstory","TSCA",25.8
"HOW1090","All","Middle","ACRU",17.7
"LF3050","All","Overstory","QURU",33.7
"LF3005","All","Middle","QURU",19
"LF1035","All","Understory","ACRU",28.1
"NRP4079","All","Overstory","TSCA",32.2
"PS2113","All","Overstory","TSCA",39.3
"PS2061","All","Overstory","TSCA",24.7
"PS1086","All","Understory","TSCA",16.8
"RH1055","All","Understory","FAGR",14.4
"HOW2062","All","Overstory","TSCA",34.9
"LF3001","All","Overstory","QURU",37.9
"PS2122","All","Overstory","TSCA",21.2
"PS2097","All","Overstory","TSCA",25
"PS2008","All","Overstory","TSCA",23.1
"PS2038","All","Overstory","TSCA",30.7
"GE3001","All","Understory","FAGR",10.1
"HOW1116","All","Middle","ACRU",18.2
"HOW1024","All","Middle","TSCA",18.4
"HOW1117","All","Overstory","ACRU",14.5
"PS2085","All","Overstory","TSCA",22.8
"PS1096","All","Overstory","TSCA",50.5
"PS1032","All","Middle","TSCA",13.3
"GB1037","All","Overstory","TSCA",39.2
"TP1073","All","Understory","TSCA",35.2
"LF3049","All","Understory","ACRU",21.1
"NRP2032","All","Understory","FAGR",17
"PS2087","All","Understory","TSCA",17.2
"PS1112","All","Middle","TSCA",21.3
"PS2018","All","Overstory","TSCA",26.9
"PS2124","All","Middle","TSCA",16.4
"GB1022","All","Overstory","FAGR",21.8
"GE3033","All","Overstory","ACRU",44.9
"TP2028","All","Understory","ACRU",12.7
"TP2030","All","Understory","ACRU",10.8
"TP2017","All","Overstory","QURU",36.8
"TP2007","All","Understory","ACRU",11.3
"TP2020","All","Understory","ACRU",10.2
"TP2003","All","Understory","ACRU",14
"TP2016","All","Understory","ACRU",10.1
"HOW2089","All","Overstory","TSCA",23.9
"HOW1076","All","Understory","TSCA",14.3
"TP2050","All","Understory","ACRU",12.2
"TP2077","All","Understory","QURU",23.9
"TP2069","All","Overstory","QURU",39.9
"TP2051","All","Understory","QURU",22.4
"TP2084","All","Understory","TSCA",37
"TP2026","All","Understory","QURU",20.4
"TP2066","All","Overstory","QURU",43.6
"TP2083","All","Overstory","QURU",29.2
"HOW1012","All","Overstory","TSCA",27.8
"LF1042","All","Overstory","QURU",53.4
"LF3025","All","Understory","ACRU",15.4
"LF3054","All","Middle","FAGR",23.6
"NRP4073","All","Overstory","TSCA",33.7
"PS2112","All","Overstory","TSCA",24.8
"PS2105","All","Middle","TSCA",24.8
"GE2046","All","Middle","QURU",36.2
"TP2010","All","Understory","TSCA",16.8
"TP2057","All","Middle","QURU",27.9
"TP2055","All","Overstory","QURU",30.4
"TP2024","All","Overstory","QURU",30
"TP2006","All","Middle","QURU",22.3
"TP2041","All","Overstory","QURU",52.9
"TP2067","All","Overstory","QURU",34.6
"TP2015","All","Understory","ACRU",13.4
"TP2056","All","Overstory","QURU",25.1
"HOW1008","All","Understory","TSCA",15.2
"NRP3039","All","Overstory","ACRU",30
"PS2034","All","Overstory","TSCA",35
"PS2006","All","Overstory","ACRU",33.6
"PS2103","All","Middle","TSCA",25.2
"RH1037","All","Overstory","ACRU",22.6
"GE1009","All","Middle","ACRU",22
"GE2009","All","Middle","ACRU",19.5
"TP2019","All","Overstory","QURU",33.4
"TP2086","All","Overstory","QURU",28.5
"TP2018","All","Overstory","QURU",29.7
"TP2042","All","Overstory","QURU",46
"TP2081","All","Overstory","QURU",31
"TP2045","All","Overstory","QURU",33.4
"HOW2077","All","Overstory","TSCA",20.1
