,CoreID,Site,plot.id,tree.number,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,species,canopy.class,live.dead,DBH..cm.
792,TP2017S,TP,2,17,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,D,LIVE,36.8
793,TP2017W,TP,2,17,1,2,W,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,D,LIVE,36.8
794,TP2018N,TP,2,18,1,2,N,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,D,LIVE,29.7
795,TP2018S,TP,2,18,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,D,LIVE,29.7
796,TP2018W,TP,2,18,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,D,LIVE,29.7
797,TP2019W,TP,2,19,1,2,W,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,C,LIVE,33.4
798,TP2019N,TP,2,19,1,2,N,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,C,LIVE,33.4
799,TP2019S,TP,2,19,1,2,S,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,C,LIVE,33.4
800,TP2020S,TP,2,20,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.2
801,TP2020N,TP,2,20,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.2
802,TP2020E,TP,2,20,1,2,E,N,NA,1930,1930,1999,Y,1930,1999,Y,NA,NA,ACRU,S,LIVE,10.2
803,TP2020W,TP,2,20,1,2,W,N,NA,1930,1930,2000,Y,1930,2000,Y,NA,NA,ACRU,S,LIVE,10.2
804,TP2021E,TP,2,21,1,2,E,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,ACRU,I,LIVE,16.5
805,TP2021S,TP,2,21,1,2,S,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,ACRU,I,LIVE,16.5
806,TP2021W,TP,2,21,1,2,W,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,ACRU,I,LIVE,16.5
807,TP2024N,TP,2,24,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,30
808,TP2024S,TP,2,24,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,30
809,TP2024W,TP,2,24,1,2,W,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,QURU,C,LIVE,30
810,TP2026N,TP,2,26,1,2,N,N,NA,1938,1938,2007,Y,1938,2007,Y,NA,NA,QURU,S,LIVE,20.4
811,TP2026S,TP,2,26,1,2,S,N,NA,1930,1930,2008,Y,1930,2008,Y,NA,NA,QURU,S,LIVE,20.4
812,TP2027W,TP,2,27,1,2,W,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,QURU,I,LIVE,28.5
813,TP2027E,TP,2,27,1,2,E,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,QURU,I,LIVE,28.5
814,TP2027N,TP,2,27,1,2,N,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,28.5
815,TP2028E,TP,2,28,1,2,E,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,12.7
816,TP2028N,TP,2,28,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,12.7
817,TP2028S,TP,2,28,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,12.7
818,TP2029E,TP,2,29,1,2,E,N,NA,1943,1943,2013,Y,1943,2013,Y,NA,NA,FAGR,S,LIVE,18.2
819,TP2029N,TP,2,29,1,2,N,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,FAGR,S,LIVE,18.2
820,TP2029S,TP,2,29,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,FAGR,S,LIVE,18.2
821,TP2030E,TP,2,30,1,2,E,N,NA,1930,1930,2003,Y,1930,2003,Y,NA,NA,ACRU,S,LIVE,10.8
822,TP2030N,TP,2,30,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.8
823,TP2030S,TP,2,30,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.8
824,TP2030W,TP,2,30,1,2,W,N,NA,1933,1933,2005,Y,1933,2005,Y,NA,NA,ACRU,S,LIVE,10.8
825,TP2031W,TP,2,31,1,2,W,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,QURU,D,LIVE,27.9
826,TP2031N,TP,2,31,1,2,N,N,NA,1941,1941,2013,Y,1941,2013,Y,NA,NA,QURU,D,LIVE,27.9
827,TP2031S,TP,2,31,1,2,S,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,QURU,D,LIVE,27.9
828,TP2033N,TP,2,33,1,2,N,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,I,LIVE,30.8
829,TP2033S,TP,2,33,1,2,S,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,I,LIVE,30.8
830,TP2033W,TP,2,33,1,2,W,N,NA,1942,1942,2013,Y,1942,2013,Y,NA,NA,QURU,I,LIVE,30.8
831,TP2034E,TP,2,34,1,2,E,N,NA,1942,1942,2013,Y,1942,2013,Y,NA,NA,BEAL,S,LIVE,20.9
832,TP2034N,TP,2,34,1,2,N,N,NA,1941,1941,2013,Y,1941,2013,Y,NA,NA,BEAL,S,LIVE,20.9
833,TP2034S,TP,2,34,1,2,S,N,NA,1941,1941,2011,Y,1941,2011,Y,NA,NA,BEAL,S,LIVE,20.9
834,TP2034W,TP,2,34,1,2,W,N,NA,1941,1941,2013,Y,1941,2013,Y,NA,NA,BEAL,S,LIVE,20.9
835,TP2035E,TP,2,35,1,2,E,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,ACRU,C,LIVE,22.1
836,TP2035N,TP,2,35,1,2,N,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,ACRU,C,LIVE,22.1
837,TP2035S,TP,2,35,1,2,S,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,ACRU,C,LIVE,22.1
838,TP2036W,TP,2,36,1,2,W,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,BEAL,S,LIVE,20.4
839,TP2036S,TP,2,36,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,BEAL,S,LIVE,20.4
840,TP2036E,TP,2,36,1,2,E,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,BEAL,S,LIVE,20.4
841,TP2036N,TP,2,36,1,2,N,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,BEAL,S,LIVE,20.4
842,TP2038N,TP,2,38,1,2,N,N,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,QURU,I,LIVE,19.5
843,TP2038E,TP,2,38,1,2,E,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,19.5
844,TP2038S,TP,2,38,1,2,S,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,I,LIVE,19.5
845,TP2038W,TP,2,38,1,2,W,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,19.5
846,TP2039E,TP,2,39,1,2,E,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PIAB,S,LIVE,12.8
847,TP2039N,TP,2,39,1,2,N,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,PIAB,S,LIVE,12.8
848,TP2039S,TP,2,39,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,PIAB,S,LIVE,12.8
849,TP2039W,TP,2,39,1,2,W,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PIAB,S,LIVE,12.8
850,TP2041N,TP,2,41,1,2,N,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,C,LIVE,52.9
851,TP2041S,TP,2,41,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,52.9
852,TP2041W,TP,2,41,1,2,W,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,52.9
853,TP2042W,TP,2,42,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,C,LIVE,46
854,TP2042E,TP,2,42,1,2,E,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,C,LIVE,46
855,TP2042N,TP,2,42,1,2,N,N,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,QURU,C,LIVE,46
856,TP2043E,TP,2,43,1,2,E,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,ACRU,S,LIVE,13.4
857,TP2043S,TP,2,43,1,2,S,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,ACRU,S,LIVE,13.4
858,TP2044E,TP,2,44,1,2,E,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,QURU,I,LIVE,31.6
859,TP2044N,TP,2,44,1,2,N,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,31.6
860,TP2044W,TP,2,44,1,2,W,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,QURU,I,LIVE,31.6
861,TP2045N,TP,2,45,1,2,N,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,D,LIVE,33.4
862,TP2045S,TP,2,45,1,2,S,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,D,LIVE,33.4
863,TP2045W,TP,2,45,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,D,LIVE,33.4
864,TP2046E,TP,2,46,1,2,E,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,BEAL,S,LIVE,18.8
865,TP2046S,TP,2,46,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,BEAL,S,LIVE,18.8
866,TP2046W,TP,2,46,1,2,W,N,NA,1932,1932,2009,Y,1932,2009,Y,NA,NA,BEAL,S,LIVE,18.8
867,TP2047S,TP,2,47,1,2,S,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,BEAL,S,LIVE,17.2
868,TP2047E,TP,2,47,1,2,E,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,BEAL,S,LIVE,17.2
869,TP2047N,TP,2,47,1,2,N,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,BEAL,S,LIVE,17.2
870,TP2047W,TP,2,47,1,2,W,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,BEAL,S,LIVE,17.2
871,TP2048E,TP,2,48,1,2,E,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,BEAL,S,LIVE,12.5
872,TP2048N,TP,2,48,1,2,N,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,BEAL,S,LIVE,12.5
873,TP2048S,TP,2,48,1,2,S,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,BEAL,S,LIVE,12.5
874,TP2048W,TP,2,48,1,2,W,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,BEAL,S,LIVE,12.5
875,TP2049E,TP,2,49,1,2,E,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,28.6
876,TP2049N,TP,2,49,1,2,N,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,I,LIVE,28.6
877,TP2049S,TP,2,49,1,2,S,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,I,LIVE,28.6
878,TP2050W,TP,2,50,1,2,W,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,ACRU,S,LIVE,12.2
879,TP2050E,TP,2,50,1,2,E,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,ACRU,S,LIVE,12.2
880,TP2050N,TP,2,50,1,2,N,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,ACRU,S,LIVE,12.2
881,TP2050S,TP,2,50,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,ACRU,S,LIVE,12.2
882,TP2051N,TP,2,51,1,2,N,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,QURU,S,LIVE,22.4
883,TP2051E,TP,2,51,1,2,E,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,S,LIVE,22.4
884,TP2051W,TP,2,51,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,S,LIVE,22.4
885,TP2052S,TP,2,52,1,2,S,N,NA,1945,1945,2013,Y,1945,2013,Y,NA,NA,TSCA,S,LIVE,16.6
886,TP2052W,TP,2,52,1,2,W,N,NA,1958,1958,2013,Y,1958,2013,Y,NA,NA,TSCA,S,LIVE,16.6
887,TP2053E,TP,2,53,1,2,E,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,TSCA,S,LIVE,13
888,TP2053S,TP,2,53,1,2,S,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,TSCA,S,LIVE,13
889,TP2053W,TP,2,53,1,2,W,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,TSCA,S,LIVE,13
890,TP2054E,TP,2,54,1,2,E,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,D,LIVE,31.7
891,TP2054N,TP,2,54,1,2,N,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,D,LIVE,31.7
892,TP2054W,TP,2,54,1,2,W,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,QURU,D,LIVE,31.7
893,TP2055W,TP,2,55,1,2,W,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,C,LIVE,30.4
894,TP2055N,TP,2,55,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,30.4
895,TP2055S,TP,2,55,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,30.4
896,TP2056N,TP,2,56,1,2,N,N,NA,1931,1931,2011,Y,1931,2011,Y,NA,NA,QURU,C,LIVE,25.1
897,TP2056S,TP,2,56,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,C,LIVE,25.1
898,TP2056W,TP,2,56,1,2,W,N,NA,1940,1940,2007,Y,1940,2007,Y,NA,NA,QURU,C,LIVE,25.1
899,TP2057E,TP,2,57,1,2,E,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,I,LIVE,27.9
900,TP2057S,TP,2,57,1,2,S,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,I,LIVE,27.9
901,TP2057W,TP,2,57,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,I,LIVE,27.9
902,TP2058E,TP,2,58,1,2,E,N,NA,1933,1933,2014,Y,1933,2014,Y,NA,NA,BELE,C,LIVE,29.5
903,TP2058W,TP,2,58,1,2,W,N,NA,1933,1933,2014,Y,1933,2014,Y,NA,NA,BELE,C,LIVE,29.5
904,TP2059E,TP,2,59,1,2,E,N,NA,1937,1937,2014,Y,1937,2014,Y,NA,NA,PIST,C,LIVE,40.9
905,TP2059W,TP,2,59,1,2,W,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,PIST,C,LIVE,40.9
906,TP2060N,TP,2,60,1,2,N,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,I,LIVE,21.3
907,TP2060S,TP,2,60,1,2,S,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,I,LIVE,21.3
908,TP2061W,TP,2,61,1,2,W,N,NA,1937,1937,2014,Y,1937,2014,Y,NA,NA,PIST,C,LIVE,48
909,TP2061E,TP,2,61,1,2,E,N,NA,1934,1934,2014,Y,1934,2014,Y,NA,NA,PIST,C,LIVE,48
910,TP2062E,TP,2,62,1,2,E,N,NA,1941,1941,2014,Y,1941,2014,Y,NA,NA,QURU,C,LIVE,36.1
911,TP2062W,TP,2,62,1,2,W,N,NA,1942,1942,2014,Y,1942,2014,Y,NA,NA,QURU,C,LIVE,36.1
912,TP2063E,TP,2,63,1,2,E,N,NA,1939,1939,2014,Y,1939,2014,Y,NA,NA,QURU,S,LIVE,22.3
913,TP2063W,TP,2,63,1,2,W,N,NA,1939,1939,2010,Y,1939,2010,Y,NA,NA,QURU,S,LIVE,22.3
914,TP2064N,TP,2,64,1,2,N,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,PIST,D,LIVE,43.2
915,TP2064S,TP,2,64,1,2,S,N,NA,1939,1939,2014,Y,1939,2014,Y,NA,NA,PIST,D,LIVE,43.2
916,TP2065N,TP,2,65,1,2,N,N,NA,1934,1934,2014,Y,1934,2014,Y,NA,NA,PIAB,S,LIVE,20.6
917,TP2065S,TP,2,65,1,2,S,N,NA,1934,1934,2014,Y,1934,2014,Y,NA,NA,PIAB,S,LIVE,20.6
918,TP2066N,TP,2,66,1,2,N,N,NA,1937,1937,2014,Y,1937,2014,Y,NA,NA,QURU,D,LIVE,43.6
919,TP2066S,TP,2,66,1,2,S,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,D,LIVE,43.6
920,TP2067S,TP,2,67,1,2,S,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,QURU,C,LIVE,34.6
921,TP2067N,TP,2,67,1,2,N,N,NA,1931,1931,2014,Y,1931,2014,Y,NA,NA,QURU,C,LIVE,34.6
922,TP2068W,TP,2,68,1,2,W,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,QURU,C,LIVE,30.6
923,TP2068E,TP,2,68,1,2,E,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,QURU,C,LIVE,30.6
924,TP2069N,TP,2,69,1,2,N,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,C,LIVE,39.9
925,TP2069W,TP,2,69,1,2,W,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,C,LIVE,39.9
926,TP2070E,TP,2,70,1,2,E,N,NA,1958,1958,2014,Y,1958,2014,Y,NA,NA,QURU,C,LIVE,36.5
927,TP2070W,TP,2,70,1,2,W,N,NA,1958,1958,2014,Y,1958,2014,Y,NA,NA,QURU,C,LIVE,36.5
928,TP2071E,TP,2,71,1,2,E,N,NA,1943,1943,2014,Y,1943,2014,Y,NA,NA,TSCA,S,LIVE,32.7
929,TP2071N,TP,2,71,1,2,N,N,NA,1944,1944,2014,Y,1944,2014,Y,NA,NA,TSCA,S,LIVE,32.7
930,TP2072E,TP,2,72,1,2,E,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,QURU,C,LIVE,32.1
931,TP2072W,TP,2,72,1,2,W,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,QURU,C,LIVE,32.1
932,TP2073E,TP,2,73,1,2,E,N,NA,1943,1943,2014,Y,1943,2014,Y,NA,NA,QURU,C,LIVE,29.8
933,TP2073W,TP,2,73,1,2,W,N,NA,1943,1943,2014,Y,1943,2014,Y,NA,NA,QURU,C,LIVE,29.8
934,TP2074W,TP,2,74,1,2,W,N,NA,1953,1953,2014,Y,1953,2014,Y,NA,NA,QURU,C,LIVE,32.8
935,TP2074E,TP,2,74,1,2,E,N,NA,1950,1950,2014,Y,1950,2014,Y,NA,NA,QURU,C,LIVE,32.8
936,TP2076N,TP,2,76,1,2,N,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,ACRU,S,LIVE,20.9
937,TP2076S,TP,2,76,1,2,S,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,ACRU,S,LIVE,20.9
938,TP2077N,TP,2,77,1,2,N,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,S,LIVE,23.9
939,TP2077S,TP,2,77,1,2,S,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,S,LIVE,23.9
940,TP2078N,TP,2,78,1,2,N,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,TSCA,S,LIVE,26.8
941,TP2078S,TP,2,78,1,2,S,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,TSCA,S,LIVE,26.8
942,TP2079N,TP,2,79,1,2,N,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,S,LIVE,21.5
943,TP2079S,TP,2,79,1,2,S,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,S,LIVE,21.5
944,TP2080E,TP,2,80,1,2,E,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,QURU,C,LIVE,32.5
945,TP2080W,TP,2,80,1,2,W,N,NA,1936,1936,2014,Y,1936,2014,Y,NA,NA,QURU,C,LIVE,32.5
946,TP2081N,TP,2,81,1,2,N,N,NA,1932,1932,2014,Y,1932,2014,Y,NA,NA,QURU,C,LIVE,31
947,TP2081S,TP,2,81,1,2,S,N,NA,1932,1932,2014,Y,1932,2014,Y,NA,NA,QURU,C,LIVE,31
948,TP2082W,TP,2,82,1,2,W,N,NA,1932,1932,2004,Y,1932,2004,Y,NA,NA,QURU,NA,DEAD,20.4
949,TP2082E,TP,2,82,1,2,E,N,NA,1932,1932,2006,Y,1932,2006,Y,NA,NA,QURU,NA,DEAD,20.4
950,TP2083N,TP,2,83,1,2,N,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,C,LIVE,29.2
951,TP2083S,TP,2,83,1,2,S,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,QURU,C,LIVE,29.2
952,TP2084E,TP,2,84,1,2,E,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,TSCA,S,LIVE,37
953,TP2084W,TP,2,84,1,2,W,N,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,TSCA,S,LIVE,37
954,TP2085E,TP,2,85,1,2,E,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,I,LIVE,22.4
955,TP2085W,TP,2,85,1,2,W,N,NA,1935,1935,2014,Y,1935,2014,Y,NA,NA,QURU,I,LIVE,22.4
956,TP2086E,TP,2,86,1,2,E,N,NA,1932,1932,2014,Y,1932,2014,Y,NA,NA,QURU,C,LIVE,28.5
957,TP2086W,TP,2,86,1,2,W,N,NA,1932,1932,2014,Y,1932,2014,Y,NA,NA,QURU,C,LIVE,28.5
958,TP2117N,TP,2,117,1,2,N,N,NA,1956,1956,1992,Y,1956,1992,Y,NA,NA,NA,NA,NA,NA
959,TP2117S,TP,2,117,1,2,S,N,NA,1956,1956,1978,Y,1956,1978,Y,NA,NA,NA,NA,NA,NA
960,TP2118W,TP,2,118,1,2,W,N,NA,1936,1936,1973,Y,1936,1973,Y,NA,NA,NA,NA,NA,NA
961,TP2118E,TP,2,118,1,2,E,N,NA,1936,1936,1979,Y,1936,1979,Y,NA,NA,NA,NA,NA,NA
