"CoreID","TreeID","plot.id","Site","tree.number","Species","Canopy.Class","Live.Dead","DBH..cm.","stems","total.cores","core.id","pith.preset","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot"
"VUF024B","VUF024","VUA","Valles Caldera Upper",24,"PIEN","C","LIVE",34.8,1,2,"B","N",1922,1923,1924,2011,"Y",1924,2011,"Y",NA,NA,"A"
"VUF025A","VUF025","VUA","Valles Caldera Upper",25,"PIEN","C","LIVE",25.2,1,2,"A","N",1943,1944,1945,2011,"Y",1945,2011,"Y",NA,NA,"A"
"VUF025B","VUF025","VUA","Valles Caldera Upper",25,"PIEN","C","LIVE",25.2,1,2,"B","N",1943,1944,1945,2011,"Y",1945,2011,"Y",NA,NA,"A"
"VUF026A","VUF026","VUA","Valles Caldera Upper",26,"PSME","C","LIVE",17,1,2,"A","N",1939,1941,1942,2005,"Y",1942,2005,"Y",NA,"Y","A"
"VUF026B","VUF026","VUA","Valles Caldera Upper",26,"PSME","C","LIVE",17,1,2,"B","N",1948,1957,1958,2007,"Y",1958,2007,"Y",NA,"Y","A"
"VUF027A","VUF027","VUA","Valles Caldera Upper",27,"PIEN","C","LIVE",25.3,1,2,"A","N",NA,1983,1984,2011,"Y",1984,2011,"Y",NA,NA,"A"
"VUF027B","VUF027","VUA","Valles Caldera Upper",27,"PIEN","C","LIVE",25.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"VUF028A","VUF028","VUA","Valles Caldera Upper",28,"PIEN","SNAG","DEAD",11.1,1,2,"A","N",1965,1967,1968,2007,"Y",1968,2007,"Y",NA,"Y","A"
"VUF028B","VUF028","VUA","Valles Caldera Upper",28,"PIEN","SNAG","DEAD",11.1,1,2,"B","N",1965,1967,1968,2007,"Y",1968,2007,"Y",NA,"Y","A"
"VUF029A","VUF029","VUA","Valles Caldera Upper",29,"PIEN","C","LIVE",19.7,1,2,"A","Y",1942,1942,1943,2010,"Y",1943,2010,"Y",NA,"Y","A"
"VUF029B","VUF029","VUA","Valles Caldera Upper",29,"PIEN","C","LIVE",19.7,1,2,"B","Y",NA,1946,1947,2010,"Y",1947,2010,"Y","BREAK",NA,"A"
"VUF030A","VUF030","VUA","Valles Caldera Upper",30,"PIEN","C","LIVE",21.6,1,2,"A","Y",1957,1957,1968,2011,"Y",1968,2011,"Y","BRANCH SCAR",NA,"A"
"VUF030B","VUF030","VUA","Valles Caldera Upper",30,"PIEN","C","LIVE",21.6,1,2,"B","Y",1957,1957,1959,2011,"Y",1959,2011,"Y",NA,NA,"A"
"VUF031A","VUF031","VUA","Valles Caldera Upper",31,"PIEN","C","LIVE",13,1,2,"A","N",NA,1953,1954,2007,"Y",1954,2007,"Y",NA,"Y","A"
"VUF031B","VUF031","VUA","Valles Caldera Upper",31,"PIEN","C","LIVE",13,1,2,"B","N",1943,1950,1951,2007,"Y",1951,2007,"Y",NA,"Y","A"
"VUF032A","VUF032","VUA","Valles Caldera Upper",32,"PIEN","C","LIVE",25,1,2,"A","N",1938,1941,1942,2011,"Y",1942,2011,"Y",NA,NA,"A"
"VUF032B","VUF032","VUA","Valles Caldera Upper",32,"PIEN","C","LIVE",25,1,2,"B","N",1938,1941,1942,2011,"Y",1942,2011,"Y",NA,NA,"A"
"VUF033A","VUF033","VUA","Valles Caldera Upper",33,"PIEN","SNAG","DEAD",10.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"VUF033B","VUF033","VUA","Valles Caldera Upper",33,"PIEN","SNAG","DEAD",10.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"VUF034A","VUF034","VUA","Valles Caldera Upper",34,"PIEN","C","LIVE",17.3,1,2,"A","Y",1935,1935,1937,2009,"Y",1937,2009,"Y",NA,"Y","A"
"VUF034B","VUF034","VUA","Valles Caldera Upper",34,"PIEN","C","LIVE",17.3,1,2,"B","Y",1935,1935,1936,2009,"Y",1936,2009,"Y",NA,"Y","A"
"VUF035A","VUF035","VUA","Valles Caldera Upper",35,"PIEN","SNAG","DEAD",7.7,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"VUF035B","VUF035","VUA","Valles Caldera Upper",35,"PIEN","SNAG","DEAD",7.7,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"VUF036A","VUF036","VUA","Valles Caldera Upper",36,"PIEN","C","LIVE",13.2,1,2,"A","Y",1939,1939,1940,2006,"Y",1940,2006,"Y",NA,"Y","A"
"VUF036B","VUF036","VUA","Valles Caldera Upper",36,"PIEN","C","LIVE",13.2,1,2,"B","Y",1939,1939,1940,2006,"Y",1940,2006,"Y",NA,"Y","A"
"VUF037A","VUF037","VUA","Valles Caldera Upper",37,"PIEN","C","LIVE",16,1,2,"A","N",1933,1935,1936,2008,"Y",1936,2008,"Y",NA,"Y","A"
"VUF037B","VUF037","VUA","Valles Caldera Upper",37,"PIEN","C","LIVE",16,1,2,"B","N",1933,1935,1936,2009,"Y",1936,2009,"Y",NA,"Y","A"
"VUF038A","VUF038","VUA","Valles Caldera Upper",38,"PIEN","C","LIVE",34.5,1,2,"A","N",1939,1942,1943,2009,"Y",1943,2009,"Y",NA,"Y","A"
"VUF038B","VUF038","VUA","Valles Caldera Upper",38,"PIEN","C","LIVE",34.5,1,2,"B","N",1939,1940,1941,2009,"Y",1941,2009,"Y",NA,"Y","A"
"VUF039A","VUF039","VUA","Valles Caldera Upper",39,"PIEN","C","LIVE",44.3,1,2,"A","N",1922,1924,1925,2009,"Y",1925,2009,"Y",NA,"Y","A"
"VUF039B","VUF039","VUA","Valles Caldera Upper",39,"PIEN","C","LIVE",44.3,1,2,"B","N",1922,1923,1924,2009,"Y",1924,2009,"Y",NA,"Y","A"
"VUF040A","VUF040","VUA","Valles Caldera Upper",40,"PIEN","C","LIVE",46.3,1,2,"A","N",1929,1930,1931,2008,"Y",1931,2008,"Y",NA,"Y","A"
"VUF040B","VUF040","VUA","Valles Caldera Upper",40,"PIEN","C","LIVE",46.3,1,2,"B","N",1931,1937,NA,NA,"Y",NA,NA,NA,NA,NA,"A"
"VUF041A","VUF041","VUA","Valles Caldera Upper",41,"PIEN","C","LIVE",27,1,2,"A","Y",1937,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"A"
"VUF041B","VUF041","VUA","Valles Caldera Upper",41,"PIEN","C","LIVE",27,1,2,"B","Y",1937,1937,1938,2010,"Y",1938,2010,"Y",NA,"Y","A"
"VUF042A","VUF042","VUA","Valles Caldera Upper",42,"PIEN","C","LIVE",40.2,1,2,"A","N",1924,1926,1927,2011,"Y",1927,2011,"Y",NA,NA,"A"
"VUF042B","VUF042","VUA","Valles Caldera Upper",42,"PIEN","C","LIVE",40.2,1,2,"B","N",1922,1929,1930,2011,"Y",1930,2011,"Y",NA,NA,"A"
"VUF043A","VUF043","VUA","Valles Caldera Upper",43,"PIEN","C","LIVE",21.6,1,2,"A","N",1936,1940,NA,NA,"Y",NA,NA,"N",NA,NA,"A"
"VUF043B","VUF043","VUA","Valles Caldera Upper",43,"PIEN","C","LIVE",21.6,1,2,"B","N",1936,1940,NA,NA,NA,NA,NA,"N",NA,NA,"A"
"VUF044A","VUF044","VUA","Valles Caldera Upper",44,"PIEN","C","LIVE",20.9,1,2,"A","N",1934,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"A"
"VUF044B","VUF044","VUA","Valles Caldera Upper",44,"PIEN","C","LIVE",20.9,1,2,"B","N",1933,1936,1937,2011,"N",1937,2011,"Y",NA,NA,"A"
"VUF045A","VUF045","VUA","Valles Caldera Upper",45,"PIEN","C","LIVE",24.9,1,2,"A","N",1930,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"A"
"VUF045B","VUF045","VUA","Valles Caldera Upper",45,"PIEN","C","LIVE",24.9,1,2,"B","N",1932,1933,1934,2011,"Y",1934,2011,"Y",NA,NA,"A"
"VUF046A","VUF046","VUA","Valles Caldera Upper",46,"PIEN","C","LIVE",11.3,1,2,"A","Y",1945,1945,1946,2008,"Y",1946,2008,"Y",NA,NA,"A"
"VUF046B","VUF046","VUA","Valles Caldera Upper",46,"PIEN","C","LIVE",11.3,1,2,"B","N",1944,1947,1948,1999,"Y",1948,1999,"Y","BREAK",NA,"A"
"VUF047A","VUF047","VUA","Valles Caldera Upper",47,"PIEN","SNAG","DEAD",7,1,2,"A","N",1945,1948,1949,2007,"Y",1949,2007,"Y",NA,"Y","A"
"VUF047B","VUF047","VUA","Valles Caldera Upper",47,"PIEN","SNAG","DEAD",7,1,2,"B","N",1938,1939,1944,2005,"Y",1944,2005,"Y",NA,"Y","A"
"VUF048A","VUF048","VUA","Valles Caldera Upper",48,"PIEN","C","LIVE",19,1,2,"A","N",1958,1961,1962,2009,"Y",1962,2009,"Y",NA,"Y","A"
"VUF048B","VUF048","VUA","Valles Caldera Upper",48,"PIEN","C","LIVE",19,1,2,"B","Y",1953,1953,1954,2009,"Y",1954,2009,"Y",NA,"Y","A"
"VUF049A","VUF049","VUA","Valles Caldera Upper",49,"PIEN","C","LIVE",27.8,1,2,"A","N",NA,NA,1980,2008,"Y",1980,2008,"Y","BREAK",NA,"A"
"VUF049B","VUF049","VUA","Valles Caldera Upper",49,"PIEN","C","LIVE",27.8,1,2,"B","N",1956,1964,1965,2009,"Y",1965,2009,"Y",NA,"Y","A"
"VUF050A","VUF050","VUA","Valles Caldera Upper",50,"PIEN","C","LIVE",12.2,1,2,"A",NA,NA,NA,1946,2005,NA,1946,2005,"Y",NA,"Y","A"
"VUF050B","VUF050","VUA","Valles Caldera Upper",50,"PIEN","C","LIVE",12.2,1,2,"B",NA,NA,NA,1946,2008,NA,1946,2008,"Y",NA,"Y","A"
"VUF101A","VUF101","VUB","Valles Caldera Upper",101,"PIEN","C","LIVE",33.9,1,2,"A","N",1929,1940,1941,2011,"Y",1941,2011,"Y",NA,NA,"B"
"VUF101B","VUF101","VUB","Valles Caldera Upper",101,"PIEN","C","LIVE",33.9,1,2,"B","N",1929,1940,1941,2011,"Y",1941,2011,"Y",NA,NA,"B"
"VUF102A","VUF102","VUB","Valles Caldera Upper",102,"PIEN","C","LIVE",18.6,1,2,"A","N",1932,1936,1937,2006,"Y",1937,2006,"Y",NA,"Y","B"
"VUF102B","VUF102","VUB","Valles Caldera Upper",102,"PIEN","C","LIVE",18.6,1,2,"B","N",1932,1936,1937,2007,"Y",1937,2007,"Y",NA,"Y","B"
"VUF103A","VUF103","VUB","Valles Caldera Upper",103,"PIEN","C","LIVE",9.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF103B","VUF103","VUB","Valles Caldera Upper",103,"PIEN","C","LIVE",9.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF104A","VUF104","VUB","Valles Caldera Upper",104,"PIEN","C","LIVE",15.2,1,2,"A","N",1932,1933,1934,2007,"Y",1934,2007,"Y",NA,"Y","B"
"VUF104B","VUF104","VUB","Valles Caldera Upper",104,"PIEN","C","LIVE",15.2,1,2,"B","N",1932,1933,1934,2009,"Y",1934,2009,"Y",NA,"Y","B"
"VUF105A","VUF105","VUB","Valles Caldera Upper",105,"PIEN","C","LIVE",13,1,2,"A","N",1934,1936,1980,2007,"Y",1980,2007,"Y",NA,"Y","B"
"VUF105B","VUF105","VUB","Valles Caldera Upper",105,"PIEN","C","LIVE",13,1,2,"B","N",1934,1936,1937,2006,"Y",1937,2006,"Y",NA,"Y","B"
"VUF105C","VUF105","VUB","Valles Caldera Upper",105,"PIEN","C","LIVE",13,1,2,"C","N",1934,1936,1937,1970,"Y",1937,1970,"Y","BREAK IN 105A 105C IS THE INSIDE OF A CORE",NA,"B"
"VUF106A","VUF106","VUB","Valles Caldera Upper",106,"PIEN","C","LIVE",13.2,1,2,"A","N",1933,1934,1935,2006,"Y",1935,2006,"Y",NA,"Y","B"
"VUF106B","VUF106","VUB","Valles Caldera Upper",106,"PIEN","C","LIVE",13.2,1,2,"B","N",1933,1933,1934,2005,"Y",1934,2005,"Y",NA,"Y","B"
"VUF107A","VUF107","VUB","Valles Caldera Upper",107,"PIEN","C","LIVE",23,1,2,"A","N",1934,1936,1937,2007,"Y",1937,2007,"Y",NA,"Y","B"
"VUF107B","VUF107","VUB","Valles Caldera Upper",107,"PIEN","C","LIVE",23,1,2,"B","N",1934,1936,1937,2009,"Y",1937,2009,"Y",NA,"Y","B"
"VUF108A","VUF108","VUB","Valles Caldera Upper",108,"PIEN","C","LIVE",22.5,1,2,"A","Y",1929,1929,1957,2008,"Y",1957,2008,"Y","BREAK","Y","B"
"VUF108B","VUF108","VUB","Valles Caldera Upper",108,"PIEN","C","LIVE",22.5,1,2,"B","N",1931,1932,1933,2007,"Y",1933,2007,"Y",NA,"Y","B"
"VUF109A","VUF109","VUB","Valles Caldera Upper",109,"PIEN","C","LIVE",35,1,2,"A","N",1927,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"B"
"VUF109B","VUF109","VUB","Valles Caldera Upper",109,"PIEN","C","LIVE",35,1,2,"B","N",1927,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"B"
"VUF110A","VUF110","VUB","Valles Caldera Upper",110,"PIEN","C","LIVE",26.1,1,2,"A","N",1930,1935,1936,2011,"Y",1936,2011,"Y",NA,NA,"B"
"VUF110B","VUF110","VUB","Valles Caldera Upper",110,"PIEN","C","LIVE",26.1,1,2,"B","N",1930,1935,1936,2011,"Y",1936,2011,"Y",NA,NA,"B"
"VUF111A","VUF111","VUB","Valles Caldera Upper",111,"PIEN","C","LIVE",25.8,1,2,"A","N",1932,1935,1936,2011,"Y",1936,2011,"Y",NA,NA,"B"
"VUF111B","VUF111","VUB","Valles Caldera Upper",111,"PIEN","C","LIVE",25.8,1,2,"B","N",1932,1935,1936,2011,"Y",1936,2011,"Y",NA,NA,"B"
"VUF112A","VUF112","VUB","Valles Caldera Upper",112,"PIEN","C","LIVE",22.4,1,2,"A","Y",1931,1931,1932,2011,"Y",1932,2011,"Y",NA,NA,"B"
"VUF112B","VUF112","VUB","Valles Caldera Upper",112,"PIEN","C","LIVE",22.4,1,2,"B","Y",1931,1931,1932,2011,"Y",1932,2011,"Y",NA,NA,"B"
"VUF113A","VUF113","VUB","Valles Caldera Upper",113,"PIEN","C","LIVE",11,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF113B","VUF113","VUB","Valles Caldera Upper",113,"PIEN","C","LIVE",11,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF114A","VUF114","VUB","Valles Caldera Upper",114,"PIEN","C","LIVE",14,1,2,"A","N",1937,1939,1940,2007,"Y",1940,2007,"Y",NA,"Y","B"
"VUF114B","VUF114","VUB","Valles Caldera Upper",114,"PIEN","C","LIVE",14,1,2,"B","N",1937,1939,1967,2008,"Y",1967,2008,"Y","BREAK","Y","B"
"VUF115A","VUF115","VUB","Valles Caldera Upper",115,"PIEN","C","LIVE",15.7,1,2,"A","N",1934,1935,1936,2006,"Y",1936,2006,"Y",NA,"Y","B"
"VUF115B","VUF115","VUB","Valles Caldera Upper",115,"PIEN","C","LIVE",15.7,1,2,"B","N",1934,1935,1936,2006,"Y",1936,2006,"Y",NA,"Y","B"
"VUF116A","VUF116","VUB","Valles Caldera Upper",116,"PIEN","C","LIVE",16,1,2,"A","N",1937,1942,1943,2007,"Y",1943,2007,"Y",NA,"Y","B"
"VUF116B","VUF116","VUB","Valles Caldera Upper",116,"PIEN","C","LIVE",16,1,2,"B","N",1937,1942,1943,2007,"Y",1943,2007,"Y",NA,"Y","B"
"VUF117A","VUF117","VUB","Valles Caldera Upper",117,"PSME","C","LIVE",18.2,1,2,"A","N",NA,1984,1985,2011,"Y",1985,2011,"Y","BROKEN CORE",NA,"B"
"VUF117B","VUF117","VUB","Valles Caldera Upper",117,"PSME","C","LIVE",18.2,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"B"
"VUF118A","VUF118","VUB","Valles Caldera Upper",118,"PIEN","C","LIVE",19.3,1,2,"A","B",NA,1966,1967,2010,"Y",1967,2010,"Y",NA,"Y","B"
"VUF118B","VUF118","VUB","Valles Caldera Upper",118,"PIEN","C","LIVE",19.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"B"
"VUF119A","VUF119","VUB","Valles Caldera Upper",119,"PIEN","C","LIVE",16.9,1,2,"A","N",NA,1968,1969,2008,"Y",1969,2008,"Y",NA,"Y","B"
"VUF119B","VUF119","VUB","Valles Caldera Upper",119,"PIEN","C","LIVE",16.9,1,2,"B","Y",1931,1931,1933,2009,"Y",1933,2009,"Y",NA,"Y","B"
"VUF119C","VUF119","VUB","Valles Caldera Upper",119,"PIEN","C","LIVE",16.9,1,2,"C","N",NA,1971,1972,2010,"Y",1972,2010,"Y",NA,"Y","B"
"VUF120A","VUF120","VUB","Valles Caldera Upper",120,"PIEN","C","LIVE",14.3,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF120B","VUF120","VUB","Valles Caldera Upper",120,"PIEN","C","LIVE",14.3,1,2,"B","N",NA,1955,1956,2007,"Y",1956,2007,"Y",NA,"Y","B"
"VUF121A","VUF121","VUB","Valles Caldera Upper",121,"POTR","C","LIVE",19.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF121B","VUF121","VUB","Valles Caldera Upper",121,"POTR","C","LIVE",19.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF122A","VUF122","VUB","Valles Caldera Upper",122,"PIEN","C","LIVE",10.7,1,2,"A","N",1928,1956,1957,2006,"Y",1957,2006,"Y",NA,"Y","B"
"VUF122B","VUF122","VUB","Valles Caldera Upper",122,"PIEN","C","LIVE",10.7,1,2,"B","N",1928,1956,1957,2007,"Y",1957,2007,"Y",NA,NA,"B"
"VUF123A","VUF123","VUB","Valles Caldera Upper",123,"PIEN","C","LIVE",8.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF123B","VUF123","VUB","Valles Caldera Upper",123,"PIEN","C","LIVE",8.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF124A","VUF124","VUB","Valles Caldera Upper",124,"PIEN","C","LIVE",8.8,1,2,"A","N",1944,1947,1948,2011,"Y",1948,2011,"N",NA,NA,"B"
"VUF124B","VUF124","VUB","Valles Caldera Upper",124,"PIEN","C","LIVE",8.8,1,2,"B","N",1944,1947,1948,2011,"Y",1948,2011,"N",NA,NA,"B"
"VUF125A","VUF125","VUB","Valles Caldera Upper",125,"PIEN","C","LIVE",7.3,1,2,"A","N",1939,1943,1944,2000,"Y",1944,2000,"Y",NA,"Y","B"
"VUF125B","VUF125","VUB","Valles Caldera Upper",125,"PIEN","C","LIVE",7.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF126A","VUF126","VUB","Valles Caldera Upper",126,"PIEN","C","LIVE",10.1,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,NA,"CHECK UNDATED FILES",NA,"B"
"VUF126B","VUF126","VUB","Valles Caldera Upper",126,"PIEN","C","LIVE",10.1,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF127A","VUF127","VUB","Valles Caldera Upper",127,"PIEN","C","LIVE",35.6,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF127B","VUF127","VUB","Valles Caldera Upper",127,"PIEN","C","LIVE",35.6,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF128A","VUF128","VUB","Valles Caldera Upper",128,"PIEN","C","LIVE",33.8,1,2,"A",NA,NA,1983,1984,2011,"Y",1984,2011,"Y",NA,NA,"B"
"VUF128B","VUF128","VUB","Valles Caldera Upper",128,"PIEN","C","LIVE",33.8,1,2,"B",NA,NA,1980,1980,2011,"Y",1980,2011,"Y","BRANCH SCAR",NA,"B"
"VUF129A","VUF129","VUB","Valles Caldera Upper",129,"PIEN","C","LIVE",21.1,1,2,"A","N",1935,1936,1937,2009,"Y",1937,2009,"Y",NA,"Y","B"
"VUF129B","VUF129","VUB","Valles Caldera Upper",129,"PIEN","C","LIVE",21.1,1,2,"B","N",1936,1938,1939,2010,"Y",1939,2010,"Y",NA,"Y","B"
"VUF130A","VUF130","VUB","Valles Caldera Upper",130,"PIEN","C","LIVE",15.5,1,2,"A","N",1936,1945,1946,2008,"Y",1946,2008,"Y",NA,"Y","B"
"VUF130B","VUF130","VUB","Valles Caldera Upper",130,"PIEN","C","LIVE",15.5,1,2,"B","N",1936,1945,1946,2008,"Y",1946,2008,"Y",NA,"Y","B"
"VUF131A","VUF131","VUB","Valles Caldera Upper",131,"PSME","C","LIVE",15.1,1,2,"A","N",NA,1955,1956,2007,"Y",1956,2007,"Y",NA,"Y","B"
"VUF131B","VUF131","VUB","Valles Caldera Upper",131,"PSME","C","LIVE",15.1,1,2,"B","N",NA,1970,1971,2009,"Y",1971,2009,"Y",NA,"Y","B"
"VUF132A","VUF132","VUB","Valles Caldera Upper",132,"PIEN","C","LIVE",15.2,1,2,"A","N",1931,1932,1960,2011,"Y",1960,2011,"Y",NA,NA,"B"
"VUF132B","VUF132","VUB","Valles Caldera Upper",132,"PIEN","C","LIVE",15.2,1,2,"B","N",1932,1937,1960,2007,"Y",1960,2007,"Y",NA,"Y","B"
"VUF133A","VUF133","VUB","Valles Caldera Upper",133,"PIEN","C","LIVE",25.6,1,2,"A","Y",1922,1922,1923,2010,"Y",1923,2010,"Y",NA,"Y","B"
"VUF133B","VUF133","VUB","Valles Caldera Upper",133,"PIEN","C","LIVE",25.6,1,2,"B","N",1921,1925,1926,2011,"Y",1926,2011,"Y",NA,NA,"B"
"VUF134A","VUF134","VUB","Valles Caldera Upper",134,"PIEN","C","LIVE",23.1,1,2,"A","Y",1904,1904,1905,2010,"Y",1905,2010,"N","CHECK UNDATED FILES",NA,"B"
"VUF134B","VUF134","VUB","Valles Caldera Upper",134,"PIEN","C","LIVE",23.1,1,2,"B","Y",1904,1904,NA,NA,"Y",NA,NA,NA,NA,NA,"B"
"VUF135A","VUF135","VUB","Valles Caldera Upper",135,"PIEN","C","LIVE",9.1,1,2,"A","N",1938,1943,1944,2006,"Y",1944,2006,"Y",NA,"Y","B"
"VUF135B","VUF135","VUB","Valles Caldera Upper",135,"PIEN","C","LIVE",9.1,1,2,"B","N",1943,1946,1947,2009,"Y",1947,2009,"N","CHECK UNDATED FILES",NA,"B"
"VUF136A","VUF136","VUB","Valles Caldera Upper",136,"PSME","C","LIVE",10,1,2,"A","Y",1949,1949,1950,2008,"Y",1950,2008,"N","CHECK UNDATED FILES",NA,"B"
"VUF136B","VUF136","VUB","Valles Caldera Upper",136,"PSME","C","LIVE",10,1,2,"B","N",1933,1935,1936,2001,"Y",1936,2001,"Y",NA,"Y","B"
"VUF137A","VUF137","VUB","Valles Caldera Upper",137,"PIEN","C","LIVE",35.5,1,2,"A","N",1928,1936,1937,2011,"Y",1937,2011,"Y",NA,NA,"B"
"VUF137B","VUF137","VUB","Valles Caldera Upper",137,"PIEN","C","LIVE",35.5,1,2,"B","N",1928,1936,1937,2011,"Y",1937,2011,"Y",NA,NA,"B"
"VUF138A","VUF138","VUB","Valles Caldera Upper",138,"PIEN","C","LIVE",10,1,2,"A","N",1931,1932,1933,2007,"Y",1933,2007,"Y",NA,"Y","B"
"VUF138B","VUF138","VUB","Valles Caldera Upper",138,"PIEN","C","LIVE",10,1,2,"B","N",NA,1945,1946,2005,"Y",1946,2005,"Y",NA,"Y","B"
"VUF139A","VUF139","VUB","Valles Caldera Upper",139,"PSME","C","LIVE",33.6,1,2,"A","N",NA,1924,1925,2009,"Y",1925,2009,"Y",NA,"Y","B"
"VUF139B","VUF139","VUB","Valles Caldera Upper",139,"PSME","C","LIVE",33.6,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF140A","VUF140","VUB","Valles Caldera Upper",140,"PSME","C","LIVE",31.7,1,2,"A","N",1936,1937,1938,1987,"Y",1938,1987,"Y",NA,NA,"B"
"VUF140B","VUF140","VUB","Valles Caldera Upper",140,"PSME","C","LIVE",31.7,1,2,"B","N",1936,1937,1938,2011,"Y",1938,2011,"Y",NA,NA,"B"
"VUF141A","VUF141","VUB","Valles Caldera Upper",141,"PSME","C","LIVE",12.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF141B","VUF141","VUB","Valles Caldera Upper",141,"PSME","C","LIVE",12.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
"VUF142A","VUF142","VUB","Valles Caldera Upper",142,"PIEN","C","LIVE",6.8,1,2,"A","N",1971,1973,1974,2005,"Y",1974,2005,"Y",NA,"Y","B"
"VUF142B","VUF142","VUB","Valles Caldera Upper",142,"PIEN","C","LIVE",6.8,1,2,"B","N",1971,1973,1974,2005,"Y",1974,2005,"Y",NA,"Y","B"
"VUF143A","VUF143","VUB","Valles Caldera Upper",143,"PIEN","C","LIVE",15.8,1,2,"A","N",1932,1933,1934,2007,"Y",1934,2007,"Y",NA,"Y","B"
"VUF143B","VUF143","VUB","Valles Caldera Upper",143,"PIEN","C","LIVE",15.8,1,2,"B","N",1932,1933,1934,2007,"Y",1934,2007,"Y",NA,"Y","B"
"VUF144A","VUF144","VUB","Valles Caldera Upper",144,"PIEN","C","LIVE",36.6,1,2,"A","N",1927,1934,1935,2011,"Y",1935,2011,"Y",NA,NA,"B"
"VUF144B","VUF144","VUB","Valles Caldera Upper",144,"PIEN","C","LIVE",36.6,1,2,"B","N",1927,1934,1935,2011,"Y",1935,2011,"Y",NA,NA,"B"
"VUF145A","VUF145","VUB","Valles Caldera Upper",145,"PIEN","C","LIVE",14.9,1,2,"A","N",1937,1940,1941,2005,"Y",1941,2005,"Y",NA,"Y","B"
"VUF145B","VUF145","VUB","Valles Caldera Upper",145,"PIEN","C","LIVE",14.9,1,2,"B","Y",1937,1937,1938,2004,"Y",1938,2004,"Y",NA,"Y","B"
"VUF146A","VUF146","VUB","Valles Caldera Upper",146,"PIEN","C","LIVE",12.4,1,2,"A","N",1941,1949,1950,2009,"Y",1950,2009,"Y",NA,"Y","B"
"VUF146B","VUF146","VUB","Valles Caldera Upper",146,"PIEN","C","LIVE",12.4,1,2,"B","N",1941,1949,1950,2008,"Y",1950,2008,"Y",NA,"Y","B"
"VUF147A","VUF147","VUB","Valles Caldera Upper",147,"PIEN","C","LIVE",23.6,1,2,"A","N",1943,1944,1945,2010,"Y",1945,2010,"Y",NA,NA,"B"
"VUF147B","VUF147","VUB","Valles Caldera Upper",147,"PIEN","C","LIVE",23.6,1,2,"B","N",1943,1944,NA,NA,"Y",NA,NA,NA,"CHECK UNDATED FILES",NA,"B"
"VUF148A","VUF148","VUB","Valles Caldera Upper",148,"PIEN","C","LIVE",23.1,1,2,"A","N",1935,1936,1937,2008,"Y",1937,2008,"Y",NA,"Y","B"
"VUF148B","VUF148","VUB","Valles Caldera Upper",148,"PIEN","C","LIVE",23.1,1,2,"B","N",1935,1936,1937,2008,"Y",1937,2008,"Y",NA,"Y","B"
"VUF149A","VUF149","VUB","Valles Caldera Upper",149,"PIEN","C","LIVE",32,1,2,"A","N",1931,1933,1934,2007,"Y",1934,2007,"Y",NA,"Y","B"
