"TreeID","PlotID","Site","Species","Canopy.Class","Live.Dead","DBH..cm.","Stems","Total.Cores","Tree","Basal.Area..cm2.","basal.area..m2.ha.","Density..stems.ha.","notes","Distance","Azimuth","plot"
"MAB038","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20.4,1,2,38,326.9,0.2601,7.957747155,NA,17.2,23,"B"
"MAB039","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20.9,1,2,39,343.1,0.27300625,7.957747155,NA,18.18,5,"B"
"MAB040","MAB","Michigan AmerifluxTower","ACRU","SNAG","DEAD",19.6,1,2,40,301.7,0.568284024,18.83490451,"CHECK WOOD FOR SPP.",11.88,4,"B"
"MAB041","MAB","Michigan AmerifluxTower","PIST","C","LIVE",27.7,1,2,41,602.6,0.47955625,7.957747155,NA,19.07,347,"B"
"MAB042","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20,1,2,42,314.2,0.25,7.957747155,NA,13.72,347,"B"
"MAB043","MAB","Michigan AmerifluxTower","FAGR","C","LIVE",37.5,1,2,43,1104.5,0.87890625,7.957747155,NA,8.45,344,"B"
"MAB044","MAB","Michigan AmerifluxTower","PIST","S","LIVE",12.3,1,2,44,118.8,0.223801775,18.83490451,NA,5.79,15,"B"
"MAB045","MAB","Michigan AmerifluxTower","PIST","SNAG","DEAD",11.5,1,2,45,103.9,0.195636095,18.83490451,NA,0.49,355,"B"
"MAB046","MAB","Michigan AmerifluxTower","FAGR","C","LIVE",18.7,1,2,46,274.6,0.517292899,18.83490451,NA,1.34,317,"B"
"MAB047","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",17.4,1,2,47,237.8,0.447869822,18.83490451,NA,2.61,305,"B"
"MAB048","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",19.6,1,2,48,301.7,0.568284024,18.83490451,NA,3.11,304,"B"
"MAB049","MAB","Michigan AmerifluxTower","PIST","C","LIVE",13.3,1,2,49,138.9,0.261671598,18.83490451,NA,3.37,313,"B"
"MAB050","MAB","Michigan AmerifluxTower","POGR","SNAG","DEAD",16,1,2,50,201.1,0.378698225,18.83490451,NA,4,315,"B"
"MAB051","MAB","Michigan AmerifluxTower","PIST","C","LIVE",10.7,1,2,51,89.9,0.169363905,18.83490451,NA,6.08,310,"B"
"MAB052","MAB","Michigan AmerifluxTower","PIST","C","LIVE",14.6,1,2,52,167.4,0.315325444,18.83490451,NA,11.7,315,"B"
"MAB053","MAB","Michigan AmerifluxTower","BEPA","C","LIVE",21.8,1,2,53,373.3,0.297025,7.957747155,NA,14.84,320,"B"
"MAB054","MAB","Michigan AmerifluxTower","PIST","C","LIVE",28.5,1,2,54,637.9,0.50765625,7.957747155,NA,14.7,330,"B"
"MAB055","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",34,1,2,55,907.9,0.7225,7.957747155,NA,20,300,"B"
"MAB056","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",25.2,1,2,56,498.8,0.3969,7.957747155,NA,20,299,"B"
"MAB057","MAB","Michigan AmerifluxTower","PIST","C","LIVE",21.3,1,2,57,356.3,0.28355625,7.957747155,NA,10.58,300,"B"
"MAB058","MAB","Michigan AmerifluxTower","PIST","C","LIVE",18.3,1,2,58,263,0.495399408,18.83490451,NA,6.88,296,"B"
"MAB059","MAB","Michigan AmerifluxTower","PIST","C","LIVE",12.2,1,2,59,116.9,0.220177515,18.83490451,NA,9.44,298,"B"
"MAB060","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",22.9,1,2,60,411.9,0.32775625,7.957747155,NA,9.52,275,"B"
"MAB061","MAB","Michigan AmerifluxTower","PIST","S","LIVE",11.7,1,2,61,107.5,0.2025,18.83490451,NA,11.03,280,"B"
"MAB062","MAB","Michigan AmerifluxTower","QURU","C","LIVE",32.8,1,2,62,845,0.6724,7.957747155,NA,19.5,285,"B"
"MAB063","MAB","Michigan AmerifluxTower","BEPA","I","LIVE",29.2,1,2,63,669.7,0.5329,7.957747155,NA,13.57,272,"B"
"MAB064","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",28,1,2,64,615.8,0.49,7.957747155,NA,13.18,268,"B"
"MAB065","MAB","Michigan AmerifluxTower","POGR","C","LIVE",37.1,1,2,65,1081,0.86025625,7.957747155,NA,19.88,247,"B"
"MAB066","MAB","Michigan AmerifluxTower","POGR","C","LIVE",46.9,1,2,66,1727.6,1.37475625,7.957747155,NA,16.36,236,"B"
"MAB067","MAB","Michigan AmerifluxTower","BEPA","C","LIVE",29.9,1,2,67,702.2,0.55875625,7.957747155,NA,13.69,245,"B"
"MAC001","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",16.9,1,2,1,224.3,0.4225,18.83490451,NA,4,38,"C"
"MAC002","MAC","Michigan AmerifluxTower","ACRU","SNAG","DEAD",10.3,1,2,2,83.3,0.15693787,18.83490451,NA,4.01,43,"C"
"MAC003","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",14.9,1,2,3,174.4,0.32841716,18.83490451,NA,4.44,42,"C"
"MAC004","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.8,1,2,4,109.4,0.205976331,18.83490451,NA,6.07,38,"C"
"MAC005","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.8,1,2,5,109.4,0.205976331,18.83490451,NA,6.71,30,"C"
"MAC006","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.5,1,2,6,122.7,0.231139053,18.83490451,NA,7.47,43,"C"
"MAC007","MAC","Michigan AmerifluxTower","POGR","C","LIVE",32,1,2,7,804.2,0.64,7.957747155,NA,12.46,44,"C"
"MAC008","MAC","Michigan AmerifluxTower","PIST","S","LIVE",21.7,1,2,8,369.8,0.29430625,7.957747155,NA,19.62,44,"C"
"MAC009","MAC","Michigan AmerifluxTower","BEPA","SNAG","DEAD",20.1,1,2,9,317.3,0.25250625,7.957747155,NA,17.88,26,"C"
"MAC010","MAC","Michigan AmerifluxTower","POGR","C","LIVE",26.4,1,2,10,547.4,0.4356,7.957747155,NA,17.23,21,"C"
"MAC011","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",32.7,1,2,11,839.8,0.66830625,7.957747155,NA,16.59,28,"C"
"MAC012","MAC","Michigan AmerifluxTower","POGR","C","LIVE",41.3,1,2,12,1339.6,1.06605625,7.957747155,NA,12.88,12,"C"
"MAC013","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",21.4,1,2,13,359.7,0.286225,7.957747155,NA,16.28,356,"C"
"MAC014","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.4,1,2,14,589.6,0.469225,7.957747155,NA,13.18,355,"C"
"MAC015","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.9,1,2,15,93.3,0.175754438,18.83490451,NA,10.88,354,"C"
"MAC016","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.1,1,2,16,80.1,0.150902367,18.83490451,NA,12.56,0,"C"
"MAC017","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.3,1,2,17,100.3,0.188890533,18.83490451,NA,9,358,"C"
"MAC018","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",12.3,1,2,18,118.8,0.223801775,18.83490451,NA,7.53,354,"C"
"MAC019","MAC","Michigan AmerifluxTower","BEPA","SNAG","DEAD",19,1,2,19,283.5,0.534023669,18.83490451,NA,6.08,354,"C"
"MAC020","MAC","Michigan AmerifluxTower","PIST","I","LIVE",12.1,1,2,20,115,0.21658284,18.83490451,NA,5.77,352,"C"
"MAC021","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10,1,2,21,78.5,0.147928994,18.83490451,NA,6.24,327,"C"
"MAC022","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",14.1,1,2,22,156.1,0.294097633,18.83490451,NA,5.75,325,"C"
"MAC023","MAC","Michigan AmerifluxTower","POGR","C","LIVE",22.7,1,2,23,404.7,0.32205625,7.957747155,NA,10.31,322,"C"
"MAC024","MAC","Michigan AmerifluxTower","PIST","S","LIVE",14.8,1,2,24,172,0.324023669,18.83490451,NA,12.21,320,"C"
"MAC025","MAC","Michigan AmerifluxTower","QURU","C","LIVE",33.2,1,2,25,865.7,0.6889,7.957747155,NA,19.48,335,"C"
"MAC026","MAC","Michigan AmerifluxTower","QURU","C","LIVE",33,1,2,26,855.3,0.680625,7.957747155,NA,20,335,"C"
"MAC027","MAC","Michigan AmerifluxTower","QURU","C","LIVE",26.9,1,2,27,568.3,0.45225625,7.957747155,NA,19.56,313,"C"
"MAC028","MAC","Michigan AmerifluxTower","QURU","C","LIVE",34.6,1,2,28,940.2,0.748225,7.957747155,NA,19.59,311,"C"
"MAC029","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.8,1,2,29,607,0.483025,7.957747155,NA,19.21,311,"C"
"MAC030","MAC","Michigan AmerifluxTower","PIST","S","LIVE",14.5,1,2,30,165.1,0.31102071,18.83490451,NA,7.45,314,"C"
"MAC031","MAC","Michigan AmerifluxTower","POGR","C","LIVE",19.7,1,2,31,304.8,0.574097633,18.83490451,NA,6.51,310,"C"
"MAC032","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",27.5,1,2,32,594,0.47265625,7.957747155,NA,14.55,301,"C"
"MAC033","MAC","Michigan AmerifluxTower","POGR","C","LIVE",42,1,2,33,1385.4,1.1025,7.957747155,NA,19.5,287,"C"
"MAC034","MAC","Michigan AmerifluxTower","POGR","C","LIVE",39.1,1,2,34,1200.7,0.95550625,7.957747155,NA,17.68,285,"C"
"MAC035","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",23,1,2,35,415.5,0.330625,7.957747155,NA,9.35,280,"C"
"MAC036","MAC","Michigan AmerifluxTower","PIST","I","LIVE",16.3,1,2,36,208.7,0.393032544,18.83490451,NA,7.57,283,"C"
"MAC037","MAC","Michigan AmerifluxTower","PIST","I","LIVE",18.2,1,2,37,260.2,0.49,18.83490451,NA,10.16,268,"C"
"MAC038","MAC","Michigan AmerifluxTower","POGR","C","LIVE",32.9,1,2,38,850.1,0.67650625,7.957747155,NA,17.51,273,"C"
"MAC039","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",28,1,2,39,615.8,0.49,7.957747155,NA,17.03,255,"C"
"MAC040","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",16.5,1,2,40,213.8,0.402736686,18.83490451,NA,10.13,260,"C"
"MAC041","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",23.3,1,2,41,426.4,0.33930625,7.957747155,NA,4.05,274,"C"
"MAC042","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",22.4,1,2,42,394.1,0.3136,7.957747155,NA,3.69,272,"C"
"MAC043","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",21,1,2,43,346.4,0.275625,7.957747155,NA,3.67,267,"C"
"MAC044","MAC","Michigan AmerifluxTower","QURU","C","LIVE",35.8,1,2,44,1006.6,0.801025,7.957747155,NA,5.23,245,"C"
"MAC045","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.2,1,2,45,116.9,0.220177515,18.83490451,NA,10.16,242,"C"
"MAC046","MAC","Michigan AmerifluxTower","QURU","C","LIVE",28.6,1,2,46,642.4,0.511225,7.957747155,NA,15.6,226,"C"
"MAC047","MAC","Michigan AmerifluxTower","PIST","S","LIVE",13.8,1,2,47,149.6,0.281715976,18.83490451,NA,10.23,223,"C"
"MAC048","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.2,1,2,48,116.9,0.220177515,18.83490451,NA,8.39,225,"C"
"MAC049","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",15.9,1,2,49,198.6,0.37397929,18.83490451,NA,6.92,190,"C"
"MAC050","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",21.1,1,2,50,349.7,0.27825625,7.957747155,NA,7.3,189,"C"
"MAC051","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",13.2,1,2,51,136.8,0.257751479,18.83490451,NA,6.93,187,"C"
"MAC052","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",16,1,2,52,201.1,0.378698225,18.83490451,NA,9.77,194,"C"
"MAC053","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",23.1,1,2,53,419.1,0.33350625,7.957747155,NA,11.85,206,"C"
"MAC054","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",24.5,1,2,54,471.4,0.37515625,7.957747155,NA,18.2,200,"C"
"MAC055","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",26.7,1,2,55,559.9,0.44555625,7.957747155,NA,18.7,198,"C"
"MAC056","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",22.9,1,2,56,411.9,0.32775625,7.957747155,NA,18.2,169,"C"
"MAC057","MAC","Michigan AmerifluxTower","QURU","C","LIVE",23.2,1,2,57,422.7,0.3364,7.957747155,NA,20,161,"C"
"MAC058","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",10.2,1,2,58,81.7,0.153905325,18.83490451,NA,13,158,"C"
"MAC059","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",17.7,1,2,59,246.1,0.463446746,18.83490451,NA,12.7,158,"C"
"MAC060","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",22.3,1,2,60,390.6,0.31080625,7.957747155,NA,12.18,157,"C"
"MAC061","MAC","Michigan AmerifluxTower","PIST","S","LIVE",18.8,1,2,61,277.6,0.522840237,18.83490451,NA,4.7,185,"C"
"MAC062","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",22.3,1,2,62,390.6,0.31080625,7.957747155,NA,16.57,140,"C"
"MAC063","MAC","Michigan AmerifluxTower","QURU","D","LIVE",37.8,1,2,63,1122.2,0.893025,7.957747155,NA,11.73,130,"C"
"MAC064","MAC","Michigan AmerifluxTower","QURU","C","LIVE",39.3,1,2,64,1213,0.96530625,7.957747155,NA,11.54,128,"C"
"MAC065","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",11.3,1,2,65,100.3,0.188890533,18.83490451,NA,10.55,127,"C"
"MAC066","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",10.6,1,2,66,88.2,0.166213018,18.83490451,NA,10.55,129,"C"
"MAC067","MAC","Michigan AmerifluxTower","QURU","C","LIVE",26.7,1,2,67,559.9,0.44555625,7.957747155,NA,19.41,87,"C"
"MAC068","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.8,1,2,68,607,0.483025,7.957747155,NA,19.84,85,"C"
"MAC069","MAC","Michigan AmerifluxTower","POGR","C","LIVE",35.5,1,2,69,989.8,0.78765625,7.957747155,NA,20,71,"C"
"MAC070","MAC","Michigan AmerifluxTower","ACRU","SNAG","DEAD",15.4,1,2,70,186.3,0.350828402,18.83490451,NA,11,97,"C"
"MAC071","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",10.8,1,2,71,91.6,0.172544379,18.83490451,NA,12,85,"C"
"MAC072","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.7,1,2,72,89.9,0.169363905,18.83490451,NA,8.91,87,"C"
"MAC073","MAC","Michigan AmerifluxTower","BEPA","I","LIVE",19,1,2,73,283.5,0.534023669,18.83490451,NA,5.93,74,"C"
"MAC074","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",20.1,1,2,74,317.3,0.25250625,7.957747155,NA,5.49,70,"C"
"MAC075","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",18.5,1,2,75,268.8,0.506286982,18.83490451,NA,5.88,68,"C"
"MAC076","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",15.4,1,2,76,186.3,0.350828402,18.83490451,NA,10,56,"C"
"MAC077","MAC","Michigan AmerifluxTower","POGR","C","LIVE",22.8,1,2,77,408.3,0.3249,7.957747155,NA,16.42,62,"C"
"MFA001","MFA","Michigan Facet Site","QURU","D","LIVE",32,1,2,1,804.2,0.64,7.957747155,NA,3.9,285,"A"
"MFA002","MFA","Michigan Facet Site","QURU","D","LIVE",29.4,1,2,2,678.9,0.540225,7.957747155,NA,4.58,287,"A"
"MFA003","MFA","Michigan Facet Site","ACRU","I","LIVE",16.5,1,2,3,213.8,0.402736686,18.83490451,NA,7.02,308,"A"
"MFA004","MFA","Michigan Facet Site","FAGR","S","LIVE",12.6,1,2,4,124.7,0.234852071,18.83490451,NA,5.91,315,"A"
"MFA005","MFA","Michigan Facet Site","FAGR","S","LIVE",10.6,1,2,5,88.2,0.166213018,18.83490451,NA,7.28,318,"A"
"MFA006","MFA","Michigan Facet Site","POGR","SNAG","DEAD",38.6,1,2,6,1170.2,0.931225,7.957747155,NA,7.71,323,"A"
"MFA007","MFA","Michigan Facet Site","PIST","S","LIVE",10.8,1,2,7,91.6,0.172544379,18.83490451,NA,11.57,327,"A"
"MFA008","MFA","Michigan Facet Site","QURU","C","LIVE",33.6,1,2,8,886.7,0.7056,7.957747155,NA,15.47,350,"A"
"MFA009","MFA","Michigan Facet Site","QURU","C","LIVE",31.9,1,2,9,799.2,0.63600625,7.957747155,NA,20,345,"A"
"MFA010","MFA","Michigan Facet Site","POGR","SNAG","DEAD",26.4,1,2,10,547.4,0.4356,7.957747155,NA,10.99,316,"A"
"MFA011","MFA","Michigan Facet Site","BEPA","SNAG","DEAD",16.4,1,2,11,211.2,0.397869822,18.83490451,"695A, DIAM AT 3M",10.76,297,"A"
"MFA012","MFA","Michigan Facet Site","FAGR","S","LIVE",11.2,1,2,12,98.5,0.18556213,18.83490451,"700A",8.65,295,"A"
"MFA013","MFA","Michigan Facet Site","ACRU","S","LIVE",10.5,1,2,13,86.6,0.163091716,18.83490451,"944A",7.94,290,"A"
"MFA014","MFA","Michigan Facet Site","ACRU","S","LIVE",11.8,1,2,14,109.4,0.205976331,18.83490451,"943A",7.97,286,"A"
"MFA015","MFA","Michigan Facet Site","ACRU","S","LIVE",10.6,1,2,15,88.2,0.166213018,18.83490451,"945A",7.39,270,"A"
"MFA016","MFA","Michigan Facet Site","ACRU","I","LIVE",14.8,1,2,16,172,0.324023669,18.83490451,"699A",9.41,280,"A"
"MFA017","MFA","Michigan Facet Site","QURU","C","LIVE",35,1,2,17,962.1,0.765625,7.957747155,"689A",19.66,282,"A"
"MFA018","MFA","Michigan Facet Site","QURU","C","LIVE",30.8,1,2,18,745.1,0.5929,7.957747155,"688A",19.21,282,"A"
"MFA019","MFA","Michigan Facet Site","QURU","D","LIVE",41.7,1,2,19,1365.7,1.08680625,7.957747155,"696A",12.19,270,"A"
"MFA020","MFA","Michigan Facet Site","QURU","D","LIVE",36.5,1,2,20,1046.3,0.83265625,7.957747155,"698A",10.69,265,"A"
"MFA021","MFA","Michigan Facet Site","ACRU","I","LIVE",14.4,1,2,21,162.9,0.306745562,18.83490451,"948A",4.54,247,"A"
"MFA022","MFA","Michigan Facet Site","QURU","D","LIVE",37.9,1,2,22,1128.2,0.89775625,7.957747155,"947A",6.93,222,"A"
"MFA023","MFA","Michigan Facet Site","QURU","D","LIVE",22.6,1,2,23,401.1,0.319225,7.957747155,"946A",7.37,224,"A"
"MFA024","MFA","Michigan Facet Site","BEPA","SNAG","DEAD",26.9,1,2,24,568.3,0.45225625,7.957747155,"NON GIRDLED",19.4,225,"A"
"MFA025","MFA","Michigan Facet Site","PIST","C","LIVE",36,1,2,25,1017.9,0.81,7.957747155,"953A",17,225,"A"
"MFA026","MFA","Michigan Facet Site","ACRU","I","LIVE",11.8,1,2,26,109.4,0.205976331,18.83490451,"951A",12.19,226,"A"
"MFA027","MFA","Michigan Facet Site","ACRU","I","LIVE",21.4,1,2,27,359.7,0.286225,7.957747155,"950A",12.15,227,"A"
"MFA028","MFA","Michigan Facet Site","ACRU","I","LIVE",15.1,1,2,28,179.1,0.337292899,18.83490451,"952A",11.66,226,"A"
"MFA029","MFA","Michigan Facet Site","ACRU","C","LIVE",24.5,1,2,29,471.4,0.37515625,7.957747155,"CLUMP",19.8,197,"A"
"MFA030","MFA","Michigan Facet Site","ACRU","C","LIVE",20.7,1,2,30,336.5,0.26780625,7.957747155,"CLUMP",19.3,193,"A"
"MFA031","MFA","Michigan Facet Site","QURU","S","LIVE",19.9,1,2,31,311,0.585813609,18.83490451,NA,12.35,164,"A"
"MFA032","MFA","Michigan Facet Site","ACRU","I","LIVE",16.1,1,2,32,203.6,0.383446746,18.83490451,NA,11.89,170,"A"
"MFA033","MFA","Michigan Facet Site","QURU","I","LIVE",26.4,1,2,33,547.4,0.4356,7.957747155,NA,8.36,177,"A"
"MFA034","MFA","Michigan Facet Site","ACRU","I","LIVE",17.1,1,2,34,229.7,0.432559172,18.83490451,NA,7.5,170,"A"
"MFA035","MFA","Michigan Facet Site","ACRU","S","LIVE",10.2,1,2,35,81.7,0.153905325,18.83490451,NA,3.98,176,"A"
"MFA036","MFA","Michigan Facet Site","QURU","C","LIVE",23.3,1,2,36,426.4,0.33930625,7.957747155,NA,9.56,155,"A"
"MFA037","MFA","Michigan Facet Site","QURU","C","LIVE",29.4,1,2,37,678.9,0.540225,7.957747155,NA,11.44,152,"A"
"MFA038","MFA","Michigan Facet Site","QURU","D","LIVE",38.8,1,2,38,1182.4,0.9409,7.957747155,NA,17.75,153,"A"
"MFA039","MFA","Michigan Facet Site","POGR","SNAG","DEAD",29.9,1,2,39,702.2,0.55875625,7.957747155,NA,16,137,"A"
"MFA040","MFA","Michigan Facet Site","PIST","C","LIVE",21.8,1,2,40,373.3,0.297025,7.957747155,NA,10.75,133,"A"
"MFA041","MFA","Michigan Facet Site","FAGR","I","LIVE",19.9,1,2,41,311,0.585813609,18.83490451,NA,8.83,133,"A"
"MFA042","MFA","Michigan Facet Site","QURU","I","LIVE",21.1,1,2,42,349.7,0.27825625,7.957747155,NA,6.95,136,"A"
"MFA043","MFA","Michigan Facet Site","PIST","S","LIVE",14.3,1,2,43,160.6,0.3025,18.83490451,NA,6.75,137,"A"
"MFA044","MFA","Michigan Facet Site","QURU","D","LIVE",48.1,1,2,44,1817.1,1.44600625,7.957747155,"wound",2.14,113,"A"
"MFA045","MFA","Michigan Facet Site","ACRU","I","LIVE",15.2,1,2,45,181.5,0.341775148,18.83490451,NA,9.32,100,"A"
"MFA046","MFA","Michigan Facet Site","PIRE","D","LIVE",47.5,1,2,46,1772.1,1.41015625,7.957747155,NA,12.75,99,"A"
"MFA047","MFA","Michigan Facet Site","POGR","SNAG","DEAD",21.4,1,2,47,359.7,0.286225,7.957747155,NA,15.82,124,"A"
"MFA048","MFA","Michigan Facet Site","POGR","SNAG","DEAD",34,1,2,48,907.9,0.7225,7.957747155,NA,15.36,118,"A"
"MFA049","MFA","Michigan Facet Site","POGR","SNAG","DEAD",27,1,2,49,572.6,0.455625,7.957747155,NA,16.3,110,"A"
"MFA050","MFA","Michigan Facet Site","PIRE","I","LIVE",21.2,1,2,50,353,0.2809,7.957747155,NA,19.7,105,"A"
"MFA051","MFA","Michigan Facet Site","PIST","I","LIVE",41.1,1,2,51,1326.7,1.05575625,7.957747155,NA,14.95,77,"A"
"MFA052","MFA","Michigan Facet Site","POGR","SNAG","DEAD",37.6,1,2,52,1110.4,0.8836,7.957747155,NA,13.39,60,"A"
"MFA053","MFA","Michigan Facet Site","PIST","I","LIVE",26.2,1,2,53,539.1,0.429025,7.957747155,NA,16.95,52,"A"
"MFA054","MFA","Michigan Facet Site","QURU","C","LIVE",31.2,1,2,54,764.5,0.6084,7.957747155,NA,12.33,50,"A"
"MFA055","MFA","Michigan Facet Site","POGR","SNAG","DEAD",22.6,1,2,55,401.1,0.319225,7.957747155,NA,4.78,16,"A"
"MFA056","MFA","Michigan Facet Site","ACRU","I","LIVE",17.2,1,2,56,232.4,0.437633136,18.83490451,NA,3.59,15,"A"
"MFA057","MFA","Michigan Facet Site","ACSA","S","LIVE",12.5,1,2,57,122.7,0.231139053,18.83490451,NA,4.3,5,"A"
"MFA058","MFA","Michigan Facet Site","ACSA","S","LIVE",10.3,1,2,58,83.3,0.15693787,18.83490451,NA,4.74,5,"A"
"MFA059","MFA","Michigan Facet Site","ACSA","S","LIVE",12.6,1,2,59,124.7,0.234852071,18.83490451,NA,5.4,7,"A"
"MFA060","MFA","Michigan Facet Site","FAGR","S","LIVE",10.5,1,2,60,86.6,0.163091716,18.83490451,NA,3.2,3,"A"
"MFA061","MFA","Michigan Facet Site","POGR","SNAG","DEAD",31.1,1,2,61,759.6,0.60450625,7.957747155,NA,9.3,21,"A"
"MFA062","MFA","Michigan Facet Site","ACPE","I","LIVE",12.5,1,2,62,122.7,0.231139053,18.83490451,NA,9.65,16,"A"
"MFA063","MFA","Michigan Facet Site","POGR","SNAG","DEAD",31.1,1,2,63,759.6,0.60450625,7.957747155,NA,8.88,10,"A"
"MFA064","MFA","Michigan Facet Site","POGR","SNAG","DEAD",40.5,1,2,64,1288.2,1.02515625,7.957747155,"no girdle, broken snag",11.7,0,"A"
"MFB001","MFB","Michigan Facet Site","ACRU","C","LIVE",24,1,2,1,452.4,0.36,7.957747155,NA,2.17,324,"B"
"MFB002","MFB","Michigan Facet Site","ACRU","C","LIVE",22.4,1,2,2,394.1,0.3136,7.957747155,NA,2.74,312,"B"
"MFB003","MFB","Michigan Facet Site","ACRU","C","LIVE",24.4,1,2,3,467.6,0.3721,7.957747155,NA,2.72,310,"B"
"MFB004","MFB","Michigan Facet Site","ACRU","C","LIVE",22.7,1,2,4,404.7,0.32205625,7.957747155,NA,2.05,309,"B"
"MFB005","MFB","Michigan Facet Site","POGR","SNAG","DEAD",39.4,1,0,5,1219.2,0.970225,7.957747155,NA,8.54,325,"B"
"MFB006","MFB","Michigan Facet Site","PIST","I","LIVE",14.5,1,2,6,165.1,0.31102071,18.83490451,NA,11.53,347,"B"
"MFB007","MFB","Michigan Facet Site","POGR","SNAG","DEAD",34.1,1,2,7,913.3,0.72675625,7.957747155,NA,13.12,325,"B"
"MFB008","MFB","Michigan Facet Site","POGR","SNAG","DEAD",37,1,2,8,1075.2,0.855625,7.957747155,NA,10.74,320,"B"
"MFB009","MFB","Michigan Facet Site","POGR","SNAG","DEAD",27.1,1,2,9,576.8,0.45900625,7.957747155,NA,13.49,322,"B"
"MFB010","MFB","Michigan Facet Site","PIST","D","LIVE",22.7,1,2,10,404.7,0.32205625,7.957747155,NA,17.78,317,"B"
"MFB011","MFB","Michigan Facet Site","QURU","D","LIVE",33.1,1,2,11,860.5,0.68475625,7.957747155,NA,19.24,295,"B"
"MFB012","MFB","Michigan Facet Site","QURU","C","LIVE",39.9,1,2,12,1250.4,0.99500625,7.957747155,NA,13.88,273,"B"
"MFB013","MFB","Michigan Facet Site","BEPA","SNAG","DEAD",14.6,1,2,13,167.4,0.315325444,18.83490451,NA,12.61,280,"B"
"MFB014","MFB","Michigan Facet Site","ACRU","S","LIVE",14,1,2,14,153.9,0.289940828,18.83490451,NA,12.37,281,"B"
"MFB015","MFB","Michigan Facet Site","ACRU","S","LIVE",17.1,1,2,15,229.7,0.432559172,18.83490451,NA,12.24,283,"B"
"MFB016","MFB","Michigan Facet Site","ACRU","S","LIVE",10.5,1,2,16,86.6,0.163091716,18.83490451,NA,11.95,283,"B"
"MFB017","MFB","Michigan Facet Site","PIST","C","LIVE",16.4,1,2,17,211.2,0.397869822,18.83490451,NA,7.51,285,"B"
"MFB018","MFB","Michigan Facet Site","ACRU","S","LIVE",14.1,1,2,18,156.1,0.294097633,18.83490451,NA,12.53,272,"B"
"MFB019","MFB","Michigan Facet Site","PIST","C","LIVE",27.8,1,2,19,607,0.483025,7.957747155,NA,18.24,253,"B"
"MFB020","MFB","Michigan Facet Site","PIST","C","LIVE",24.2,1,2,20,460,0.366025,7.957747155,NA,17.43,250,"B"
"MFB021","MFB","Michigan Facet Site","POGR","SNAG","DEAD",27.4,1,0,21,589.6,0.469225,7.957747155,"NO CORE",18,232,"B"
